
ebjh-qsyx 2010-11 Disciplinary Actions Unlicensed Electricians And Contractors   company name disposition  dob department of buildings buildings disciplinary actions electrician plumber master plumber architect engineer surrender of privileges elevator offender

4wxj-39k8 Map of Tracks   shape_length shape_area objectid area len shape parknumber  park parks nature recreation running run track sports jog jogging race location map cartography

vz8c-29aj Borough Enrollment Offices   districts_served hours phone location_1 borough zip_code  doe education enrollment schools borough

vbbz-vf7v Directory of Parks Disability Accessibility Facilities and Programs No_Record  recreation sports outdoor dpr disability accessibility directory of parks disability accessibility facilities and programs

bss9-579f DOF: Condominium Comparable Rental Income – Brooklyn – FY 2011/2012   brooklyn_condominiums_comparable_properties_expense_per_sqft brooklyn_condominiums_comparable_properties_estimated_expense comparable_rental_3_total_units brooklyn_condominiums_comparable_properties_market_value_per_sqft brooklyn_condominiums_comparable_properties_boro_block_lot comparable_rental_2_neighborhood comparable_rental_2_address comparable_rental_1_full_market_value comparable_rental_2_distance_from_condo_in_miles brooklyn_condominiums_comparable_properties_total_units comparable_rental_2_net_operating_income brooklyn_condominiums_comparable_properties_gross_income_per_sqft comparable_rental_2_expense_per_sqft comparable_rental_3_gross_income_per_sqft comparable_rental_2_market_value_per_sqft comparable_rental_3_boro_block_lot comparable_rental_1_estimated_gross_income comparable_rental_3_net_operating_income comparable_rental_2_estimated_gross_income brooklyn_condominiums_comparable_properties_neighborhood comparable_rental_1_address comparable_rental_3_building_classification brooklyn_condominiums_comparable_properties_full_market_value comparable_rental_3_gross_sqft comparable_rental_1_gross_income_per_sqft comparable_rental_2_boro_block_lot comparable_rental_3_full_market_value comparable_rental_1_year_built comparable_rental_3_estimated_expense comparable_rental_2_full_market_value comparable_rental_2_gross_sqft comparable_rental_3_estimated_gross_income comparable_rental_1_boro_block_lot comparable_rental_1_market_value_per_sqft brooklyn_condominiums_comparable_properties_year_built comparable_rental_2_gross_income_per_sqft comparable_rental_1_neighborhood comparable_rental_3_year_built comparable_rental_1_expense_per_sqft brooklyn_condominiums_comparable_properties_address brooklyn_condominiums_comparable_properties_condo_section comparable_rental_3_address brooklyn_condominiums_comparable_properties_building_classification comparable_rental_1_total_units comparable_rental_3_market_value_per_sqft brooklyn_condominiums_comparable_properties_gross_sqft comparable_rental_1_estimated_expense comparable_rental_2_building_classification comparable_rental_1_building_classification comparable_rental_2_year_built brooklyn_condominiums_comparable_properties_estimated_gross_income comparable_rental_3_neighborhood brooklyn_condominiums_comparable_properties_net_operating_income comparable_rental_3_distance_from_condo_in_miles comparable_rental_2_estimated_expense comparable_rental_1_gross_sqft comparable_rental_2_total_units comparable_rental_3_expense_per_sqft comparable_rental_1_net_operating_income comparable_rental_1_distance_from_condo_in_miles  department of finance finance dof rental property condominiums cooperatives residential apartment buildings rental properties brooklyn borough

5ps9-yuef DOF: Summary of Neighborhood Sales Citywide for Class 1-, 2- and 3-Family homes - 2009   _maximum_sale_price_ _number_of_sales_ _average_sale_price_ building_class_category _minimum_sale_price_ _median_sale_price_ borough  department of finance finance dof property properties neighborhoods sales neighborhood sales homes family homes class-1 class-2 class-3 borough citywide

maj4-ux6k last_crime_nyc   school_region unique_key community_board school_number borough closed_date park_facility_name agency facility_type school_state school_phone_number status school_address school_not_found school_name school_city agency_name park_borough school_code location_type complaint_type descriptor created_date school_zip  311 311 service requests 2010 2011 2012 service request status all service requests

xcxy-v2u9 satellite point   consttype location_1 name geo_dist award boro projdesc buildingid  school construction authority sca capital improvement project current education

4e8j-wip3 elec1   consumption_gj_ zip_code  electricity energy environment planning power utilities

hh3r-6w3t Upcoming contracts to be awarded   ccate name newseats geodist desi_compl proj_type range newsf projdesc design_id cstat boro_name  school construction authority sca capital improvement project design complete completion bid education

y5dx-zyms HPD Mold complaints 6/24-6/29/2012   y_coordinate_state_plane_ school_region unique_key street_name community_board school_number borough closed_date city incident_zip agency facility_type school_state school_phone_number location latitude x_coordinate_state_plane_ address_type status school_address resolution_action_updated_date school_name school_city agency_name park_borough school_code cross_street_1 location_type cross_street_2 longitude complaint_type descriptor created_date school_zip incident_address park_facility_name  311 311 service requests 2010 2011 2012 service request status all service requests

y8tr-23bj Press Releases No_Record  press releases parks doitt dpr

5t7n-dizh Denied licensees and registrants for trade waste   mailing_office mail_city comp_phone bus_name mstat type  wholesale vendor license registration trade waste denied

h448-645k Ridgewood Noise Complaints Ice Cream Truck   y_coordinate_state_plane_ school_region unique_key street_name community_board school_number borough closed_date city incident_zip agency facility_type school_state school_phone_number location latitude x_coordinate_state_plane_ address_type status school_address resolution_action_updated_date school_name school_city agency_name park_borough school_code cross_street_1 cross_street_2 longitude complaint_type descriptor created_date school_zip incident_address park_facility_name  311 311 service requests 2010 2011 2012 service request status all service requests

dhs7-q59e DYCD after-school programs: Family Support  Programs for Seniors   program_type contact_number location_1 site_name borough_community agency program grade_level_age_group  community development community development school after-school after-school programs programs family family support seniors older adults

dv3g-9t9z Bk Graffiti   closed_date status y_coordinate created_date community_board x_coordinate city_council_district incident_address_display borough police_precinct resolution_action  sanitation scout graffiti complaint request public

9f5k-vxxv DYCD after-school programs: Health Stat   program_type contact_number location_1 site_name borough_community agency program grade_level_age_group  community development community development school child children after-school after-school programs programs family family support nda neighborhood neighborhood development area healthstat health stat

cn3i-u7s4 2011 Disciplinary Actions - Licensed Master Plumbers   company _license_ name disposition  dob department of buildings buildings disciplinary actions electrician plumber master plumber architect engineer surrender of privileges elevator offender 2010 2011

8f3b-vtv6 Black Car Services - Vehicles No_Record 

au4d-pzhi Carroll Gardens GIS - LM   objectid_1 annoline3 annoline2 annoline1 shape annoangle objectid stacked borough name  geographic location map cartography neighborhood historic scenic interest area of interest areas of interest dcp city planning neighborhood names gis

2nju-4jd4 Map View   address_city entity_name entity_type license_number telephone_number address_zip_code address_street_name location address_state address_bldg  retail sale sell license store electronics consumer affairs dca

tmtb-gcc6 NYC Department of Design and Construction (DDC): Open Requests for Proposals No_Record  requests for proposal rfp contractors consultants postings

nckr-g5w7 Reservoir and Dam statistics   location  department of environmental protection dep environment water reservoir health ecosystem eco-system agua water system water supply nyc tap tap water conservation watershed dam coverage

gvmx-buhy Solid Waste   num_bld council_district juris cd boro rpad_description rpad jurisdiction_description councilmember_name bbl parcel_name agency owned_leased lot prop_depth bld_sqft pr_zone prop_sqft waterfront primary_use_text prop_front irreg block  property finance lease agency city-owned private consumer affairs dcas administrative services

q5x3-7piv DYCD after-school-programs: SYEP Summer Youth Employment Programs   program_type contact_number location_1 site_name borough_community agency program grade_level_age_group  education services youth community development community development school child children after-school summer youth employment summer employment internships job jobs internship syep

qhen-5rve Weekend Traffic Updates No_Record  transportation traffic update travel weekend

zyf6-z3xt Directory of Beaches No_Record  directory of beaches beach dpr parks recreation

mhwy-j5md Public Health Insurance Enrollment Sites   website facility telephone location_1 zip_code  health insurance insure enroll enrollment access site ochia

nn83-afrt Directory of Boating and Marinas No_Record  directory of boating and marinas boat marina dpr parks recreation

w6yt-hctp DOF: Condominium Comparable Rental Income – Brooklyn – FY 2009/2010   comparable_rental_1_market_value_per_sqft brooklyn_condominium_property_year_built brooklyn_condominium_property_market_value_per_sqft brooklyn_condominium_property_boro_block_lot comparable_rental_2_address comparable_rental_1_full_market_value comparable_rental_2_market_value_per_sqft comparable_rental_1_total_units comparable_rental_2_neighborhood comparable_rental_1_address brooklyn_condominium_property_gross_income_per_sqft brooklyn_condominium_property_address comparable_rental_2_full_market_value brooklyn_condominium_property_total_units comparable_rental_2_boro_block_lot comparable_rental_2_building_classification comparable_rental_2_dist_from_coop_in_miles brooklyn_condominium_property_building_classification brooklyn_condominium_property_est_gross_income comparable_rental_1_est_gross_income comparable_rental_1_gross_income_per_sqft comparable_rental_2_gross_sqft _comparable_rental_1_boro_block_lot brooklyn_condominium_property_full_market_value comparable_rental_1_neighborhood comparable_rental_2_gross_income_per_sqft brooklyn_condominium_property_condo_section comparable_rental_1_dist_from_coop_in_miles comparable_rental_1_gross_sqft brooklyn_condominium_property_neighborhood comparable_rental_1_year_built comparable_rental_2_year_built comparable_rental_2_est_gross_income comparable_rental_2_total_units comparable_rental_1_building_classification brooklyn_condominium_property_gross_sqft  department of finance finance dof rental property condominiums cooperatives residential apartment buildings rental properties brooklyn borough

gzk5-mux8 Directory of Zoos and Aquariums No_Record  directory of zoos and aquariums zoos aquarium dpr parks

kt6n-kkzd HEAT MAP   consttype location_1 name geo_dist award boro projdesc buildingid  school construction authority sca capital improvement project current education

ty7c-8rmq NYS Math Test Results By Grade 2006-2011 - School Level - By Race- Ethnicity   category level_2_1 dbn grade level_1_1 level_4_1 year number_tested level_3_1 level_3_4_1 

s65y-njga Bronx Public WIFI   city name zip url phone shape objectid address type id  geographic location map cartography services wifi wireless hot spot access telecommunication

yczb-msz7 FC BID Walkof Fame Data   info designer location sketch_by_designer  fc bid walk of fame fame bid artist designer

3qfc-4tta DOF: Condominium Comparable Rental Income – Bronx – FY 2011/2012   comparable_rental_1_total_units bronx_condominiums_comparable_properties_address bronx_condominiums_comparable_properties_neighborhood comparable_rental_3_total_units bronx_condominiums_comparable_properties_building_classification bronx_condominiums_comparable_properties_condo_section comparable_rental_2_neighborhood comparable_rental_2_address comparable_rental_1_full_market_value comparable_rental_2_distance_from_condo_in_miles comparable_rental_2_gross_income_per_sqft comparable_rental_2_net_operating_income bronx_condominiums_comparable_properties_total_units comparable_rental_2_expense_per_sqft comparable_rental_3_gross_income_per_sqft comparable_rental_2_market_value_per_sqft bronx_condominiums_comparable_properties_gross_income_per_sqft comparable_rental_1_estimated_gross_income comparable_rental_2_estimated_gross_income comparable_rental_1_address comparable_rental_3_building_classification comparable_rental_3_gross_sqft comparable_rental_1_gross_income_per_sqft comparable_rental_2_boro_block_lot comparable_rental_3_full_market_value bronx_condominiums_comparable_properties_market_value_per_sqft comparable_rental_3_estimated_expense comparable_rental_3_market_value_per_sqft bronx_condominiums_comparable_properties_gross_sqft comparable_rental_2_full_market_value comparable_rental_2_gross_sqft bronx_condominiums_comparable_properties_net_operating_income bronx_condominiums_comparable_properties_boro_block_lot comparable_rental_3_estimated_gross_income comparable_rental_1_boro_block_lot comparable_rental_1_market_value_per_sqft bronx_condominiums_comparable_properties_full_market_value comparable_rental_1_neighborhood comparable_rental_3_year_built comparable_rental_1_expense_per_sqft comparable_rental_1_year_built comparable_rental_3_address bronx_condominiums_comparable_properties_expense_per_sqft bronx_condominiums_comparable_properties_year_built comparable_rental_1_estimated_expense comparable_rental_2_building_classification comparable_rental_1_building_classification comparable_rental_2_year_built comparable_rental_3_neighborhood comparable_rental_3_net_operating_income comparable_rental_3_distance_from_condo_in_miles bronx_condominiums_comparable_properties_estimated_expense comparable_rental_2_estimated_expense bronx_condominiums_comparable_properties_estimated_gross_income comparable_rental_1_gross_sqft comparable_rental_2_total_units comparable_rental_3_expense_per_sqft comparable_rental_1_net_operating_income comparable_rental_1_distance_from_condo_in_miles  department of finance finance dof rental property condominiums residential apartment buildings rental properties bronx borough

42kb-k6cj BRONX Wi Fi Hotspot Locations   city name zip url phone shape objectid address type id  geographic location map cartography services wifi wireless hot spot access telecommunication

kcw6-iaxw Hurricane Sandy - Sewer   y_coordinate_state_plane_ school_region unique_key park_facility_name community_board school_number borough closed_date city incident_zip agency facility_type school_state school_phone_number location latitude x_coordinate_state_plane_ address_type status intersection_street_2 intersection_street_1 school_address resolution_action_updated_date school_name school_city agency_name park_borough school_code longitude complaint_type descriptor created_date school_zip  311 311 service requests 2010 2011 2012 service request status all service requests

tuqs-dizn electronic stores   address_zip_code entity_name  retail sale sell license store electronics consumer affairs dca

pfys-fabf NYPL Branch Services - Bronx   _reference_transactions young_adult_attendance juvenile_attendance circulation_adult adult_program network weekly_hours_of_public_service circulation_young_adult branch _reference_transactions_juvenile outreach_services_program outreach_services_attendance _total_program _total_attendance juvenile_program _reference_transactions_adult circulation_juvenile adult_attendance circulation _reference_transactions_young_adult boro_central_library young_adult_program  libraries culture community recreation education bronx

wjtn-s4z7 Clear Channel Sign List - Times Sqaure   location_1 description area_panel_a_ width_panel_a_ height_panel_a_ total_area area_panel_b_ analysed_ total_of_signs type _of_signs_panel_a_ size  times square alliance times square crossroads crossroads of the world nyc new york city new york manhattan theater food screens pedestrian entertainment tourism signs clear channel

hh48-sxf8 Map of Multipurpose Fields   shape_length shape_area objectid area len shape parknumber  park parks nature recreation location map cartography field multipurpose

saxc-u5zn 311 DSNY Important Columns   status city community_board incident_address unique_key incident_zip agency agency_name facility_type complaint_type descriptor street_name address_type location created_date borough location_type  311 311 service requests 2010 2011 2012 service request status all service requests

7s3q-rztu DOF: Summary of Neighborhood Sales in Manhattan for Class 1-, 2- and 3-Family homes - 2008   neighborhood average_sale_price number_of_sales median_sale_price type_of_home highest_sale_price lowest_sale_price  department of finance finance dof property properties neighborhoods sales neighborhood sales homes family homes class-1 class-2 class-3 borough manhattan

k4u8-p5ux Where Incidents That Led To A Substantiated Complaint Took Place - Bronx 2005 - 2009   _5 _4 _3 _2 _1 bronx total  complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct

m9dy-erm4 New Jersey Transit Stations   shape name objectid  doitt gis geographic location map cartography transportation nj new jersey transit stations commute penn station

4bvt-f84g NYC Tornado - September 16, 2010   unique_key community_board school_number borough closed_date city incident_zip agency facility_type school_state school_phone_number park_facility_name status due_date school_address resolution_action_updated_date school_name school_city agency_name park_borough location_type complaint_type descriptor created_date school_zip  311 311 service requests 2010 tornado brooklyn

xmzf-uf2w BPL Branches No_Record 

yu9n-iqyk English Language Arts (ELA) Test Results by Grade 2006-2011 - School level - All Students   level_3_4_2 category level_2_1 level_2_2 level_1_2 level_1_1 level_3_1 mean_scale_score grade level_4_1 year dbn number_tested level_3_2 level_4_2 level_3_4_1 

wr9j-sw2f farmersmarket   spatiallocation isrecurring eventdescription acronym eventsetupstartdate eventname location eventenddate eventbreakdownenddate eventtypedescription borough eventstartdate  block parties street festivals events

mrxb-9w9v DYCD after-school programs: NDA Youth Employment Programs   program_type contact_number location_1 site_name borough_community agency program grade_level_age_group  education services youth community development community development school child children after-school after-school programs programs employment internships job jobs internship young adult youth employment nda neighborhood neighborhood development area

fijd-wye8 DYCD after-school programs: Teen ACTION Programs   program_type contact_number location_1 site_name borough_community agency program grade_level_age_group  education services youth community development school child children nycha new york city housing authority beacon satellite teen action after school

8ddc-rrz2 Airport Point   shape name objectid  geographic location map cartography transportation airport point center doitt gis

v39y-4v3t Paratransit Vehicles   model_year affiliated_base_license_number vin dmv_license_plate name_of_licensee license_type license_expiration_date  transportation taxi limousine vehicle paratransit transit van travel

nwrb-z58j 2006-07 Class Size - By District   program grade_or_service_category_ district_ average_class_size 

dgg9-jkx8 World Trade Center (WTC) Patient Categories   total categories _of_total  health patient world trade center wtc

vwdc-epd2 manhattan-honk-sign-requests   status city intersection_street_1 address_type unique_key incident_zip agency longitude complaint_type descriptor agency_name location created_date latitude intersection_street_2 borough  311 311 service requests 2010 2011 service request status all service requests

6peb-bgzi Map view   location_1 entity_name license_number telephone_number facility_type address_zip_code number_of_spaces address_street_name camis_trade_name street_address  parking license parking lot lot park

ens7-ac7e 2009 School Survey No_Record  department of education education board of ed school schools p.s. jhs is high school junior high school elementary learning survey

sp9a-cd2a Publicly Accessible Waterfront Spaces (PAWS) Database No_Record  publicly accessible waterfront spaces (paws) database dcp

memx-xuna Approved registrants map   mtype location_1 compname comptel  wholesale vendor market registration approved

5yay-3jd5 DOF: Summary of Neighborhood Sales for Manhattan for Class 1-, 2- and 3-Family homes - 2009   neighborhood average_sale_price number_of_sales total_no_of_properties median_sale_price type_of_home highest_sale_price lowest_sale_price  department of finance finance dof property properties neighborhoods sales neighborhood sales homes family homes class-1 class-2 class-3 borough manhattan

djj3-qxwf Open Balance (Staten Island) No_Record  department of finance finance dof staten island borough statement of account

a2rp-w9d8 HPD   y_coordinate_state_plane_ school_region unique_key street_name community_board school_number borough closed_date city incident_zip agency facility_type school_state school_phone_number location latitude x_coordinate_state_plane_ address_type status school_address resolution_action_updated_date school_name school_city agency_name park_borough school_code cross_street_1 location_type cross_street_2 longitude complaint_type descriptor created_date school_zip incident_address park_facility_name  311 311 service requests 2010 2011 service request status all service requests

crbs-vur7 DOF: Condominium Comparable Rental Income – Queens – FY 2009/2010   queens_condominium_property_neighborhood queens_condominium_property_market_value_per_sqft queens_condominium_property_full_market_value comparable_rental_1_full_market_value comparable_rental_1_dist_from_coop_in_miles comparable_rental_1_total_units queens_condominium_property_address queens_condominium_property_building_classification comparable_rental_1_address comparable_rental_1_gross_income_per_sqft queens_condominium_property_gross_income_per_sqft comparable_rental_1_est_gross_income queens_condominium_property_boro_block_lot queens_condominium_property_gross_sqft _comparable_rental_1_boro_block_lot queens_condominium_property_est_gross_income comparable_rental_1_neighborhood queens_condominium_property_condo_section queens_condominium_property_total_units comparable_rental_1_year_built comparable_rental_1_gross_sqft comparable_rental_1_building_classification comparable_rental_1_market_value_per_sqft queens_condominium_property_year_built  department of finance finance dof rental property condominiums cooperatives residential apartment buildings rental properties queens borough

itx8-r844 2000 Census Tracts (water areas included) Connection_failed  2000 census tracts (water areas included) dcp census geographic location map cartography boundary block survey poll water water area

fr6n-f337 Police Department Disposition Of Substantiated Cases By Year Of NYPD Closure 2005 - 2009   police_department_disposition  complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct

ua6e-whvi BRONX 2012 Farmers Market List   distribute_health_bucks ebt market_name hours accepts_health_bucks day_s borough stellar street_address  2012 nyc market list dohmh farmers market green food health

63q5-id7i Queens Open Article 7 Petitions   queens_open_article_7_petitions  tax commission action petition record challenge challenging real property assess law attorney code open article queens index issue

esw6-z4id DYCD after-school programs: Fatherhood   program_type contact_number location_1 site_name borough_community agency program grade_level_age_group  community development community development school after-school after-school programs programs family family support fatherhood initiative fatherhood initiative adults young adults

wchz-a6hh Rudy W. Giuliani, 1994-2001 No_Record  mayor mayoral records administration 1994 1995 1996 1997 1998 1999 2000 2001 inventory library catalog catalogue

rak2-5zdt Staten Island WiFi hotspot locations   city name zip phone shape address  geographic location map cartography services wifi wireless hot spot access telecommunication

82rt-zc4y 2010-2011 Class Size - District-level Summary   service_category_k_9_only_ core_course_ms_core_and_9_12_only_ program_type csd number_of_sections core_subject_ms_core_and_9_12_only_ boro number_of_students_seats_filled grade_ average_class_size 

yqkf-i7a4 DYCD after-school programs: Healthy Families   program_type contact_number location_1 site_name borough_community agency program  community development community development school child children after-school after-school programs programs family family support housing assistance and advocacy housing advocacy adult health awareness and prevention hiv/aids support services hiv aids hiv/aids young parent education and family support substance abuse education and prevention fatherhood initiative healthstat health stat

62mr-ukqs DOF: Cooperative Comparable Rental Income – Brooklyn – FY 2008/2009 Connection_failed  department of finance finance dof rental property cooperatives residential apartment buildings rental properties borough brooklyn

5e24-x4wa Montague Street Business Improvement District. (BID)   bid_street_name location_1 bid_business_tel bid_floor bid_street_num_ bid_business_website bid_block bid_zip bid_city bid_business_name bid_lot  business improvement district bid block lotbusiness

h7s7-7pqs neighborhoods_jk Connection_failed  geographic location map cartography neighborhood historic scenic interest area of interest areas of interest dcp city planning neighborhood names gis

3kcn-nsb5 English Language Arts (ELA) Test Results by Grade 2006-2011 - Citywide - by Race-Ethnicity   level_3_4_2 category level_2_1 level_2_2 level_1_2 level_1_1 level_3_1 mean_scale_score grade level_4_1 year number_tested level_3_2 level_4_2 level_3_4_1 

56u9-ryj4 DYCD after-school programs: ISY In-School Youth Employment Programs   program_type contact_number location_1 site_name borough_community agency program grade_level_age_group  education services youth community development community development school child children after-school after-school programs programs employment internships job jobs internship young adult high school isy in-school youth employment

fabj-6qv3 1   insure5 womens2 oid_ uhf34_code objectid quitsk2 shshom2 exercs2 shape fobtst2 wkwork3 overwt2 shswks2 cotest2 shape_length borough objectid_1 manman2 pcarep2 area diabet2 uhf_name rdrink2 anystd2 sickad6 flusht2 sexnum4 needca2 rcdks22 genhlt4 cigars2 hivtwo2 obeses2 rsmoke3 len evisit4 asthma2 mhdday4 cocksr2 condom2 shape_area shsmok2 pneumv2 nofill2 neighbor nspday4 obs smismi2  health safety geographic map cartography public community neighborhood location hospital fund boundary boundaries status statistics care

v3zf-nci8 Directory of Barbecuing Areas No_Record  directory of barbecuing areas dpr parks barbecque bbq

ngwu-u8hv NYC_building_energy_usage   dec_09 dec_08 aug_10 may_10 jun_09 jun_10 feb_09 may_11 measurement nov_08 nov_09 jan_12 aug_08 aug_09 apr_09 fy_2012_7_1_2011 oct_10 oct_11 sep_10 sep_11 mar_12 mar_10 fy_2010_7_1_2009 jan_11 jan_10 fy_2011_7_1_2010 jun_11 location_1 dec_10 dec_11 nov_11 nov_10 aug_11 mar_11 apr_11 apr_10 feb_12 feb_11 feb_10 may_09 oct_09 oct_08 sep_09 sep_08 fy_2009_7_1_2008 _2 _1 jan_09 mar_09 apr_12  energy usage from doe buildings electricity steam data building btu watts heat oil doe

8bzm-spaq CB3 Alcohol Complaints By Location Connection_failed  311 311 service requests 2010 2011 service request status all service requests

654p-getv Noise Complaints Heatmap   y_coordinate_state_plane_ school_region unique_key street_name community_board school_number borough city incident_zip agency school_state school_phone_number location latitude x_coordinate_state_plane_ address_type status due_date school_address school_not_found school_name school_city agency_name park_borough school_code cross_street_1 location_type cross_street_2 longitude complaint_type descriptor created_date school_zip incident_address park_facility_name  311 311 service requests 2010 2011 2012 service request status all service requests

bxx9-kwnf Manhattan 2009 TC Reductions   tc_reductions  2009 tax commission apply application assess reclassify reduce reduction reclassified property action

xuwb-9agt View1 Connection_failed  geographic location map cartography basemap elevation height high place places

qkjb-2n58 Manhattan Noise Complaints 2009 Test   y_coordinate_state_plane_ school_region unique_key community_board school_number borough closed_date city incident_zip agency facility_type school_state school_phone_number park_facility_name latitude x_coordinate_state_plane_ address_type status intersection_street_2 intersection_street_1 school_address resolution_action_updated_date school_name school_city agency_name school_code longitude complaint_type descriptor created_date school_zip  311 311 service requests 2009 all service requests

hgky-pmwv Sidewalk Sheds   permit_status permittee_s_first_last_name issuance_date street_name job_type community_board city_state_zip owner_s_house_street permittee_s_license borough job_start_date self_cert owner_s_business_type residential permittee_s_license_type permit_subtype owner_s_business_name lot house non_profit permittee_s_business_name zip_code bin work_type job owner_s_first_last_name job_doc filing_status bldg_type permittee_s_phone expiration_date permit_sequence permit_type filing_date owner_s_phone block  building buildings permit permits dob building permits

gyeu-z953 School Funding by $   consttype location_1 name geo_dist award boro projdesc buildingid  school construction authority sca capital improvement project current education

urib-cg6g Cultural Organizations in Community District 3   council_district location_1 community_board organization_name discipline_code main_phone_ borough zip_code  culture gallery art museum museo dance performance painting sculpture

qpwm-s268 Municipal Parking Facilities (Bronx) No_Record  transportation parking bronx

au2v-djg4 WTC Disorders   percentage disorder  health patient world trade center wtc disorder environmental health center

rubn-abch DEP -  Bureau of Wastewater Treatment (BWT) – 2010 Nuisance Complaints   complaint_responded plant complaint_rec_d complaint_not_responded_w_in_24 month  dep environment environmental protection department of environmental protection nuisance complaints 2010 bureau of wastewater treatment wastewater nuisance complaints

syjw-fyuz 2009 birth names (Female White Non Hispanic)   count gender rank child_first_name year_of_birth ethnicity  birth names white non hispanic health popular

b59s-jsgk Latin Media Organization Map   business_phone location_1 company_description type_of_business postal_code company_name contact_title borough contact_phone contact_name street_address  culture entertainment media latin cultural event organization hispanic resource

bymk-vktx Street Network changes No_Record 

ijxg-g6qy Group Ride Vehicle Pilot Program - Drivers No_Record 

hnb5-znci 311 Night Noise Survey CB 3_Bar/Restaurants & Streets/Sidewalks   y_coordinate_state_plane_ school_region unique_key street_name community_board school_number borough closed_date city incident_zip agency facility_type school_state school_phone_number location latitude x_coordinate_state_plane_ address_type status school_address resolution_action_updated_date school_not_found school_name school_city agency_name park_borough school_code cross_street_1 location_type cross_street_2 longitude complaint_type descriptor created_date school_zip incident_address park_facility_name  311 311 service requests 2010 2011 2012 service request status all service requests

pgrs-2cjd NYS Math Test Results By Grade 2006-2011 - District - By Race- Ethnicity   level_3_4_2 category level_2_1 district level_2_2 level_1_2 level_1_1 level_3_1 mean_scale_score grade level_4_1 year number_tested level_3_2 level_4_2 level_3_4_1 

s3zn-tf7c DOF: Condominium comparable rental income – Queens - FY 2010/2011   comparable_rental_1_total_units queens_condominium_property_condo_section comparable_rental_1_market_value_per_sqft queens_condominium_property_neighborhood queens_condominium_property_boro_block_lot queens_condominium_property_full_market_value comparable_rental_2_address comparable_rental_1_full_market_value comparable_rental_2_market_value_per_sqft queens_condominium_property_address queens_condominium_property_building_classification comparable_rental_1_address comparable_rental_1_gross_income_per_sqft queens_condominium_property_gross_income_per_sqft comparable_rental_2_boro_block_lot comparable_rental_2_building_classification comparable_rental_2_dist_from_coop_in_miles comparable_rental_1_est_gross_income queens_condominium_property_gross_sqft comparable_rental_2_full_market_value comparable_rental_2_gross_sqft _comparable_rental_1_boro_block_lot queens_condominium_property_est_gross_income comparable_rental_1_neighborhood queens_condominium_property_market_value_per_sqft queens_condominium_property_total_units comparable_rental_1_dist_from_coop_in_miles comparable_rental_1_gross_sqft comparable_rental_1_year_built comparable_rental_2_year_built comparable_rental_2_est_gross_income comparable_rental_2_gross_income_per_sqft comparable_rental_2_total_units comparable_rental_2_neighborhood comparable_rental_1_building_classification queens_condominium_property_year_built  department of finance finance dof rental property condominiums cooperatives residential apartment buildings rental properties queens borough

dj4e-3xrn School Progress Reports - All Schools - 2007-08   overall_grade performance_grade school_level_ _progress_report_grade district dbn additional_credit progress_category_score _school_support_organization performance_category_score school environment_grade principal peer_index_ _quality_review_score progress_grade environment_category_score _federal_accountability_status overall_score progress_report_type 

mf6v-bdzr Current Commuter Van Drivers   license_type name_of_licensee  transportation taxi limousine commuter van driver

6rg9-pfbz DYCD after-school programs: NDA Educational Middle School Programs   program_type contact_number location_1 site_name borough_community agency program grade_level_age_group  education services youth community development community development school child children after-school nda neighborhood development area neighborhood middle school

jcsa-ck55 NYULMC   buildingnu diameter objectid_1 objectid parity treelocati crossstree treecondit site zipcode treeid shape crossstr_1 fid_1 treepit commdist borough species onstreet buildingst  park parks nature recreation tree census arbor geographic manhattan

it98-jwh3 DOHMH Requests   y_coordinate_state_plane_ school_region unique_key street_name community_board school_number borough city incident_zip agency facility_type school_state school_phone_number location latitude x_coordinate_state_plane_ address_type status due_date school_address resolution_action_updated_date school_name school_city agency_name park_borough school_code cross_street_1 location_type cross_street_2 longitude complaint_type descriptor created_date school_zip incident_address park_facility_name  311 311 service requests 2010 2011 service request status all service requests

r8k4-7i4m quality of life indicators   q2_09 indicator q3_09 q1_09 q4_09  life quality statistic community

dw2u-7wut Bitsplit   spatiallocation isrecurring eventdescription acronym eventsetupstartdate eventname location eventenddate eventbreakdownenddate eventtypedescription borough eventstartdate  block parties street festivals events

ia9u-k3t3 DYCD after-school programs: NDA Adult Literacy Programs   program_type contact_number location_1 site_name borough_community agency program grade_level_age_group  education services youth community development community development school child children after-school after-school programs programs young adult civics literacy english language program adult literacy nda neighborhood neighborhood development area reading writing

npg9-ct6q Nosie   y_coordinate_state_plane_ school_region unique_key street_name community_board school_number borough closed_date city incident_zip agency facility_type school_state school_phone_number location latitude x_coordinate_state_plane_ address_type status due_date school_address resolution_action_updated_date school_not_found school_name school_city agency_name park_borough school_code cross_street_1 location_type cross_street_2 longitude complaint_type descriptor created_date school_zip incident_address park_facility_name  311 311 service requests 2010 2011 service request status all service requests

59gn-q4ai Directory of Playgrounds No_Record 

