evdj-a5z2	Municipal Parking Facilities (Brooklyn)	 transportation parking brooklyn clean web
ebjh-qsyx	2010-11 Disciplinary Actions Unlicensed Electricians And Contractors	 dob department of buildings buildings disciplinary actions electrician plumber master plumber architect engineer surrender of privileges elevator offender clean web
cgz5-877h	School Progress Reports - All Schools - 2008-09	 lifelong learning
vz8c-29aj	Borough Enrollment Offices	 jobs and economic mobility doe education enrollment schools borough lifelong learning
42p9-q6fd	NYC School Survey - 2010	 lifelong learning
fr6n-f337	Police Department Disposition Of Substantiated Cases By Year Of NYPD Closure 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
gzk5-mux8	Directory of Zoos and Aquariums	 directory of zoos and aquariums zoos aquarium dpr parks healthy living
y8tr-23bj	Press Releases	 press releases parks doitt dpr healthy living
ne9f-g6k4	Lincoln Square BID Business List	 lincoln square bid lincoln square bid businesses business
crbs-vur7	DOF: Condominium Comparable Rental Income – Queens – FY 2009/2010	 department of finance finance dof rental property condominiums cooperatives residential apartment buildings rental properties queens borough
vwdc-epd2	manhattan-honk-sign-requests	 311 311 service requests 2010 2011 service request status all service requests
saxc-u5zn	311 DSNY Important Columns	 311 311 service requests 2010 2011 2012 service request status all service requests
62mr-ukqs	DOF: Cooperative Comparable Rental Income – Brooklyn – FY 2008/2009	 department of finance finance dof rental property cooperatives residential apartment buildings rental properties borough brooklyn
mrxb-9w9v	DYCD after-school programs: NDA Youth Employment Programs	 jobs and economic mobility education services youth community development community development school child children after-school after-school programs programs employment internships job jobs internship young adult youth employment nda neighborhood neighborhood development area lifelong learning
5ps9-yuef	DOF: Summary of Neighborhood Sales Citywide for Class 1-, 2- and 3-Family homes - 2009	 department of finance finance dof property properties neighborhoods sales neighborhood sales homes family homes class-1 class-2 class-3 borough citywide
4xii-84j2	HPD	 311 311 service requests 2010 2011 2012 service request status all service requests
8bzm-spaq	CB3 Alcohol Complaints By Location	 311 311 service requests 2010 2011 service request status all service requests
4wxj-39k8	Map of Tracks	 park parks nature recreation running run track sports jog jogging race location map cartography healthy living
56u9-ryj4	DYCD after-school programs: ISY In-School Youth Employment Programs	 jobs and economic mobility education services youth community development community development school child children after-school after-school programs programs employment internships job jobs internship young adult high school isy in-school youth employment lifelong learning
6peb-bgzi	Map view	 parking license parking lot lot park
xcxy-v2u9	satellite point	 school construction authority sca capital improvement project current education
spgx-ssye	DCA Current Licensees	 dca business license consumer affairs
h7s7-7pqs	neighborhoods_jk	 geographic location map cartography neighborhood historic scenic interest area of interest areas of interest dcp city planning neighborhood names gis
dhs7-q59e	DYCD after-school programs: Family Support  Programs for Seniors	 jobs and economic mobility community development community development school after-school after-school programs programs family family support seniors older adults lifelong learning
82rt-zc4y	2010-2011 Class Size - District-level Summary	 lifelong learning
654p-getv	Noise Complaints Heatmap	 311 311 service requests 2010 2011 2012 service request status all service requests
feby-cxzw	TLC	 311 311 service requests 2010 2011 2012 service request status all service requests
k3cd-yu9d	2001 Campaign Expenditures	 finance campaign finance board cfb nyccfb campaign finance elections contributions politics campaign funding
qcrs-8357	Brooklyn	 block parties street festivals events
c5mf-k73g	CCRB: Attribution of Complaints to Patrol Borough Brooklyn South 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
dtkp-v9cz	Noise Complaints	 311 311 service requests 2010 2011 service request status all service requests
s8tw-bf44	311 Address Type Queens	 311 311 service requests 2010 2011 2012 service request status all service requests
w58m-6tbm	2012 NYC Noise Complaints	 311 311 service requests 2010 2011 service request status all service requests
ic3t-wcy2	Job Application Filings	 job dob buildings
2j7x-tvss	311 Noise in NYC	 311 311 service requests 2010 2011 2012 service request status all service requests
8cgp-b5t3	DPR	 311 311 service requests 2010 2011 2012 service request status all service requests
svyi-maaj	Minority and Women-Owned  Business Enterprise Statistics	 law justice legislation lawyer
ues8-3g5e	Staten Island Open Article 7 Petitions	 tax commission action petition record challenge challenging real property assess law attorney code open article staten island index issue
ctp3-t9s8	11201	 electricity energy environment planning power utilities
ntcm-2w4k	Directory Of Homebase Locations	 dhs homeless service homebase location contact prevention office
sxe3-hucm	Directory of Horseback Riding Trails	 healthy living
4bg6-ub7f	Weekly resurfacing schedule	 transportation travel resurface condition schedule weekly clean web
3sxy-mkqg	BROOKLYN HOt spots	 geographic location map cartography services wifi wireless hot spot access telecommunication
ekme-xvwd	try	 geographic location map cartography services wifi wireless hot spot access telecommunication
fs5z-tpv4	sandyrelated	 311 311 service requests 2010 2011 2012 service request status all service requests
9akp-irxz	Basin Town County 2010	 department of environmental protection dep environment water reservoir health ecosystem eco-system agua water system water supply nyc tap tap water conservation basin town basin healthy living
956m-xy24	DOF: Condominium Comparable Rental Income –Manhattan – FY 2008/2009	 department of finance finance dof rental property condominiums cooperatives residential apartment buildings rental properties manhattan borough
eznj-hdma	Open Balance (Bronx)	 department of finance finance dof bronx borough statement of account
bej7-zmzt	NYC Capital City Funds	 omb capital commitment actual fiscal finance plan year fund
mifw-tguq	Voting/Poll Sites AS OF 09/21/2012	 vote votes voting poll polls polling poll site poll sites site sites election elections
aa5u-mys6	DOF: Summary of Neighborhood Sales in Queens for Class 1-, 2- and 3-Family homes - 2008	 department of finance finance dof property properties neighborhoods sales neighborhood sales homes family homes class-1 class-2 class-3 borough queens
stb5-fiua	Water Quality	 311 311 service requests 2010 2011 2012 service request status all service requests
riww-cfg8	nb_new	 building buildings permit permits dob building permits
3ckw-3n35	nypd_DS	 311 311 service requests 2010 2011 service request status all service requests
mquy-9crq	311nypd	 311 311 service requests 2010 2011 service request status all service requests
a5qt-5jpu	DOF: Condominium comparable rental income – Staten Island - FY 2010/2011	 department of finance finance dof rental property condominiums cooperatives residential apartment buildings rental properties staten island borough
i762-rk6i	NYC School Survey - 2008 - General Education	 lifelong learning
j7yn-nvq9	DOF: Summary of Neighborhood Sales in Queens for Class 1-, 2- and 3-Family homes - 2006	 family homes class-1 class-2 class-3 borough queens
tmsh-zb4d	Liberty Street	 geographic location map cartography transportation street center centerline road alley path
jtjs-pdv8	test	 geographic location map cartography transportation ferry terminal
jgtb-hmpg	Medallion Vehicles - Suspended	 taxi taxicab tlc limousine taxi driver medallion taxi license driver taxi suspension suspended taxi authorized taxi vehicle nyc tlc taxi
a2de-u7as	housing filter	 311 311 service requests 2010 2011 service request status all service requests
ihvw-cp8d	How Complaints Filed With The NYPD Were Reported 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
easq-ubfe	2005 Campaign Expenditures	 finance campaign finance board cfb nyccfb campaign finance elections contributions politics campaign funding
x32n-k96w	Daily Report of Homeless Shelter Census	 dhs homeless family adult census daily report
na8n-6f5f	Open Balance (Queens)	 department of finance finance dof queens borough statement of account
yanz-4hj5	Where Incidents That Led To A Complaint Took Place By Precinct - Bronx 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
q44u-339y	Commuter Van Vehicles	 transportation taxi limousine commuter van
9ned-hmak	Directory of Running Tracks	 healthy living directory of running tracks dpr jog
pw3x-4f5b	dsny-em	 sanitation dsny refuse recycle recycling plastic metal paper community community district tonnage
xqzj-nd8g	Residential Water Use	 dep department of environmental protection environment water residential water use residential water use healthy living
wibz-uqui	NYPL Branch Services - Staten Island	 libraries culture community recreation education
yikv-avtt	Land cover	 department of environmental protection dep environment water reservoir health ecosystem eco-system agua water system water supply nyc tap tap water conservation watershed forest trees coverage healthy living
mx2f-icux	311 Address Type Bronx	 311 311 service requests 2010 2011 2012 service request status all service requests
ek6s-gast	DSNY	 311 311 service requests 2010 2011 2012 service request status all service requests
ypm7-drwf	NYS Math Test Results By Grade 2006-2011 - Boro - By Race- Ethnicity	 lifelong learning
yh7h-cx7a	Open Balance (Brooklyn)	 department of finance finance dof brooklyn borough statement of account
5bei-2py8	Queens2009 TC Reductions	 tax commission apply application assess reclassify reduce reduction reclassified property action
kjmq-hfaa	FDNY Important Phone Numbers	 fdny fire department safety fire safety fdny phone numbers
v2kq-qrx6	Production studio map	 property business media production record recording sound studio commercial space
97tt-n965	nicool	 electricity energy environment planning power utilities
rp8m-vm93	DOF: Summary of Neighborhood Sales in Staten Island for Class 1-, 2- and 3-Family homes - 2008	 department of finance finance dof property properties neighborhoods sales neighborhood sales homes family homes class-1 class-2 class-3 borough staten island
j2ba-mvyy	2011 Disciplinary Actions Registered Individuals	 dob department of buildings buildings disciplinary actions electrician plumber master plumber architect engineer surrender of privileges elevator offender 2010 2011 clean web
efsz-uj8v	Park Closure Notifications	 park closure notifications closure dpr healthy living
ydj7-rk56	Directory of Recreation Centers	 healthy living
hv77-qnda	NYS Math Test Results by Grade 2006-2011 - Citywide - by English Proficiency Status	 lifelong learning
pwva-zn2w	Energy Usage From DCAS Buildings	 energy usage from dcas buildings electricity steam data building btu watts heat oil dcas
85ty-ti6v	English Language Arts (ELA) Test Results by Grade 2006-2011 - District - All Students	 lifelong learning
b7t4-zm44	BPL Electronic Resources	null
8bqd-u9ta	Paratransit Drivers	 transportation taxi limousine vehicle paratransit transit van travel drive driver
hwng-qkm6	Wifi Hotspots Map and List	 doitt gis geographic location map cartography services wifi wireless hot spot access telecommunication
fidc-j7eh	one day	 311 311 service requests 2010 2011 service request status all service requests
xxn7-psqd	Noise Complaint Points 110 125 Streets	 311 311 service requests 2010 2011 2012 service request status all service requests
n4iy-zdvj	311 DEP Important Columns	 311 311 service requests 2010 2011 2012 service request status all service requests
bexe-qnej	CCRB: Attribution of Complaints to Other Bureaus 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
8rm5-7frk	Lower Manhattan parking 2	 parking facilities car automobile
z57s-qzmg	Manhattan Noise Compaints 2005 Test	 311 311 service requests 2005 all service requests
eypk-ccwq	junpeng1984@yahoo.com	 geographic location map cartography education college university universities
whux-iuiu	Oil Usage ( Select City Owned Buildings)	 oil usage ( select city owned buildings) oil city data statistics heating energy coned thermostat heat
iyrc-jsee	Most Popular Baby Names By Race/Ethnicity	 dohmh department of health and mental hygiene most popular baby names by race and ethnicity popular baby names
rvfa-ec5u	Vehicle Insurance	null
35fd-ehz6	CCRB: Attribution of Complaints to Traffic Control Division 2005 - 2009	 complaint activity statistics
82rv-jir4	NYC Open GIS - Roadbed layer-130109	 geographic location map cartography transportation roadbed road
iwka-w6a8	Reservoir and Dam statistics	 department of environmental protection dep environment water reservoir health ecosystem eco-system agua water system water supply nyc tap tap water conservation watershed dam coverage healthy living
rpwd-iaiu	New Map	 geographic location map cartography historic district history landmark preservation preserve
483x-fy9e	Directory Of Unsheltered Street Homeless To General Population Ratio 2012	 dhs homeless ratio population
bevq-88e4	Board of Education, 1934-2002	 library catalog catalogue report study studies education board board of education document policy citizen depository records official publication 1934 1935 1936 1937 1938 1939 1940 1941 1942 1943 1944 1945 1946 1947 1948 1949 1950 1951 1952 1953 1954 1955 1956 1957 1958 1959 1960 1961 1962 1963 1964 1965 1966 1967 1968 1969 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002
52as-ywfq	NY WIFIMAP	 geographic location map cartography services wifi wireless hot spot access telecommunication
ahug-wg4n	Bronx 311 Homeless Encampment	 311 311 service requests 2010 2011 2012 service request status all service requests
eqh2-ciwr	ZIPS & NEIGHBORHOODS	 geographic location map cartography zip code zip code boundary
s5bt-xr98	nyc_zip	 geographic location map cartography zip code zip code boundary
n5xc-7jfa	NYC Fire Department Building Vacate List	 fdny fire department safety fire safety unsafe vacate
wv3p-6mzi	nycopendatamap	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
g84i-fugu	Fire Alarms Periodic Inspection Testing Requirements	 fdny fire department safety fire safety fire code building standards sprinklers
xysd-ypmx	Map of Universities and Colleges	 doitt gis geographic location map cartography education college university universities
88da-cha7	NYC Media Video Directory	null
bbvw-ivc8	Total Allegations And Total Complaints Received 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
fhpb-kcn4	Bronx Open Article 7 Petitions	 tax commission action petition record challenge challenging real property assess law attorney code open bronx article index issue
mtbq-erbg	key	 311 311 service requests 2010 2011 service request status all service requests
khym-yfjw	NYPD	 311 311 service requests 2010 2011 2012 service request status all service requests
k3qa-jvkc	DYCD after-school programs: NDA Family Literacy	 jobs and economic mobility education services youth community development community development school child children after-school after-school programs programs young adult civics literacy english language program adult literacy nda neighborhood neighborhood development area reading writing family lifelong learning
axmw-6kmf	Where Incidents That Led To A Complaint Took Place By Precinct - Staten Island 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
6m56-5mfb	CCRB: Attribution of Complaints to Deputy Commissioners and Miscellaneous Commands 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
x3p3-i2m5	food scraps	 food scrap compost
dc6i-yucw	NYC TRIP	 location map cartography basemap transit transportation train subway travel entrance station
atj8-bvzs	Map & addresses, "fee-based" pushed to the bottom	 doitt gis geographic location map cartography services wifi wireless hot spot access telecommunication
8kt9-zgrr	Bronx Air Quality	 311 311 service requests 2010 2011 2012 service request status all service requests
4e2n-s75z	CITY OWNED AND LEASE PROPERTY	 local law 48 local law 2011 dcas administrative services nyc government citywide services city council council data spreadsheet excel xls xlsx city city property
8qdh-n8ew	TLC complaints	 311 311 service requests 2010 2011 2012 service request status all service requests
jabk-zf7i	CCRB: Disciplinary Recommendations for Officers against Whom the CCRB Substantiated Allegations 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation
xj6i-rnxp	CCRB: Age of Victims Whose Allegations Were Substantiated 2005 - 2009	 complaint civilian review board activity crime year age demographics 2005 2006 2007 2008 2009 docket incident report substantiation substantiated victim ccrb
msp3-x6rs	FDNY Fire Department Fire Code Data	 fdny fire department safety fire safety fire code building standards
7atn-adw6	CCRB: Age of Docket Measured from the Date of Report 2005 - 2009	 complaint civilian review board activity crime year age demographics 2005 2006 2007 2008 2009 docket incident report
udu8-jxy7	duna	 311 311 service requests 2010 2011 2012 service request status all service requests
tbp9-z4dr	Roll up by zip code and date recreated_count	 311 311 service requests 2010 2011 2012 service request status all service requests
353k-2suy	11	 education school services geographic location map cartography after school after-school program
thrx-b6bc	DOF: Summary of Neighborhood Sales in Brooklyn for Class 1-, 2- and 3-Family homes - 2008	 family homes class-1 class-2 class-3 borough brooklyn
64gx-bycn	2005 Campaign Contributions	 finance campaign finance board cfb nyccfb campaign finance elections contributions politics campaign funding
sqyt-f78v	Group Ride Vehicle Pilot Program - Bases	null
948r-3ads	DOF: Summary of Neighborhood Sales for Queens for Class 1-, 2- and 3-Family homes - 2009	 department of finance finance dof property properties neighborhoods sales neighborhood sales homes family homes class-1 class-2 class-3 borough queens
xtyk-k9qh	Night Noise Survey CB 3	 311 311 service requests 2010 2011 2012 service request status all service requests
wyj4-kvxc	Sandy Tree Damage	 311 311 service requests 2010 2011 2012 service request status all service requests
qgf3-tfxy	OPEN DATA PROJECT	 311 311 service requests 2010 2011 2012 service request status all service requests
t242-kmv3	311 Noise-Commercial Service Requests_2010 to Present	 311 311 service requests 2010 2011 2012 service request status all service requests
h2n3-98hq	Election Districts	 political & election districts gis: election districts dcp geographic voting location map cartography district boundary elect election
vzns-8b2g	Nina	 geographic location map cartography basemap empower zone
rgqc-ddc4	CCRB:  Average Days for the CCRB to Close Cases Measured from Date of Report 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
8qru-nyj8	Historical Data Of Foreign-Born Population in New York City	 dcp city planning foreign-born population
ccab-jb4k	Distribution Of Force Allegations 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
6j6t-3ixh	DFTA Contracts	 dfta congregate meals abuse prevention home care legal services norc transportation case management home delivered meals caregivers
w82b-qsh3	HPDTEST	 311 311 service requests 2010 2011 2012 service request status all service requests
wb9y-h6sa	DATA MAP NYPD TRAFFIC 2	 311 311 service requests 2010 2011 service request status all service requests
eabe-havv	DOB Complaints Received	 complaints dob buildings
92qa-biwa	TREES-TRIAL	 park parks nature recreation tree census arbor geographic manhattan
r8nu-ymqj	School Districts	 school districts education dcp city planning maps
bun3-hgra	Multi-Agency Report	null
8qgy-ka3v	NYCDEP Recreation Area Maps	 dep department of environmental protection environment recreation area maps maps recreation area maps healthy living
dg2v-qd6w	NYC City Hall Library Publications	null
tyfh-9h2y	DOF: Cooperative Comparable Rental Income – Brooklyn – FY 2009/2010	 department of finance finance dof rental property cooperatives residential apartment buildings rental properties borough brooklyn
7yds-6i8e	2010-2011 Class Size - Borough Summary	 lifelong learning
b2y5-dstf	Disposition Of Discourtesy Allegations 2006	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
at7b-u9d8	2005_rollup	 311 311 service requests 2005 all service requests
j2sr-pm3b	NYS Math Test Results by Grade 2006-2011 - Citywide - All Students	 lifelong learning
kftd-kpuv	LONLAT	 education services youth community development school child children time
br6i-nzsr	Directory of Swimming Pools	 healthy living
xpcf-tg2m	CCRB: Attribution of Complaints to Patrol Borough Manhattan North 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
b2m2-7ih3	NYC Department of Design and Construction (DDC): Closed Requests for Proposals	 requests for proposal rfp contractors consultants postings closed
i6n6-3vtd	DCA Test	 311 311 service requests 2010 2011 service request status all service requests
ysps-brbd	CB6 311 Ck List	 311 311 service requests 2010 2011 service request status all service requests
i296-73x5	Stalled Construction Sites	 stalled construction sites dob buildings
5cy7-ytuk	DCA Sidewalk Cafes	 restaurant license café food meal sidewalk consumer affairs dca
rt6p-rauj	A	 geographic location map cartography transportation roadbed road
8svr-4kir	Bronx Fire Houses	 fire department fdny fd fires community board station fire station fire house emergency 911
fupk-24im	NYC School Survey - 2007	 lifelong learning
xdsd-mmyu	NYC Media Video Directory (Mobile)	null
fhm3-gndd	bk grad rates	null
hh4t-gy2j	2009_Rollup	 311 311 service requests 2009 all service requests
vsyy-jksx	Manhattan Noise 2008 - Addenum - Street & Cars	 311 311 service requests 2008 all service requests
j599-z3bt	Ninsa	 geographic location map cartography basemap empower zone
wm4r-wjj7	New York City’s Favorite Baby Names	 dohmh department of health and mental hygiene new york city’s favorite baby names baby names
sjyc-3up2	Denied registrants map	 wholesale vendor market registration denied
qg7h-jiy8	FDNY Vital Statistics	 fdny fire department safety fire safety
8wpj-vk59	CCRB: Attribution of Complaints to Patrol Borough Queens South 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
ejec-pp4x	CB3	 311 311 service requests 2010 2011 service request status all service requests
wxjt-xj3w	pigeon waste	 311 311 service requests 2010 2011 2012 service request status all service requests
2tek-hjsa	HPD 311 complaints October 2010-present	 311 311 service requests 2010 2011 2012 service request status all service requests
x5sv-98nn	temp2	 311 311 service requests 2010 2011 2012 service request status all service requests
xxf6-krb6	Projected Population 2000-2030 - Females By Age Groups	 projected population 2000-2030 - females by age groups dcp 2000 2030
ntbr-wib6	DOF: Summary of Neighborhood Sales for Staten Island for Class 1-, 2- and 3-Family homes - 2009	 department of finance finance dof property properties neighborhoods sales neighborhood sales homes family homes class-1 class-2 class-3 borough staten island
5mw2-hzqx	DOF: Condominium comparable rental income – Brooklyn - FY 2010/2011	 department of finance finance dof rental property condominiums cooperatives residential apartment buildings rental properties brooklyn borough
gsz6-q4vh	SD 13	 local law 48 local law 2011 dcas administrative services nyc government citywide services city council council data spreadsheet excel xls xlsx city city property
cvah-qkdr	Google Map of 311 Placard Complaints - 2008	 311 311 service requests 2008 all service requests
uv67-wxba	Senate District Breakdowns	 boundary district senate community demography demographic statistic youth development lifelong learning
5vsp-htwz	FDNY Certificate Of Fitness Rules Codes	 fdny fire department safety fire safety fire code fire rule certificate of fitness cof
vdrw-m49y	Bronx Latin Cultural Organizations	 culture entertainment media latin cultural event organization hispanic resource
z4hj-p6bi	Projected Population 2000-2030 - Males By Age Groups	 projected population 2000-2030 - males by age groups dcp 2000 2030
nyxi-g2ns	test 195 bway	 geographic location map cartography property building perimeter
afrr-rju9	Miller Field, Staten Island	 park parks nature recreation location map cartography geographic
7i95-xrat	Bronx Restaurant DOHMH complaints	 311 311 service requests 2010 2011 2012 service request status all service requests
ipu4-2q9a	DOB Permit Issuance	 permit dob buildings
d8cz-kh5x	CCRB: Attribution of Complaints to Patrol Borough Staten Island 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
yusd-j4xi	City Council Districts	 geographic voting location map cartography city council council boundary elect election city council districts dcp
dt2z-amuf	Financial Empowerment Centers	 dca department of consumer affairs empowerment finance financial empowerment empowerment center consumer financial empowerment centers
5v8x-rgx9	Manhattan Noise 2005 Test - Addenum 2	 311 311 service requests 2005 all service requests
b37b-brfu	DOF: Cooperative Comparable Rental Income – Staten Island – FY 2010/2011	 department of finance finance dof rental property cooperatives residential apartment buildings rental properties borough staten island
a234-55gc	Bronx Clean Heat Data	 clean heat data green environment environmental sustainability oil fuel
xx2p-4jnq	DCAS Managed Public Buildings	 building buildings permit permits building permits department of citywide administrative services (dcas)
77d2-9ebr	Congress District Breakdowns	 boundary district congress community demography demographic statistic youth development lifelong learning
p3et-zpp6	311 Address Type Manhattan	 311 311 service requests 2010 2011 2012 service request status all service requests
9ve3-grzx	Bronx 311 NYPD Traffic Enforcement Actions 2010-present	 311 311 service requests 2010 2011 2012 service request status all service requests
wixz-q7pt	311 Commercial Noise Complaints for Zipcode 10036	 311 311 service requests 2010 2011 2012 service request status all service requests
gmct-jmpd	Kanna_311	 311 311 service requests 2010 2011 service request status all service requests
thy2-guhh	TREES-TRIAL 2	 park parks nature recreation tree census arbor geographic manhattan
nugr-jv72	Bronx Vacant Lots Cleaned	 vacant lots cleaned lot clean dsny sanitation garbage lots
pybt-5ufb	Manhattan Noise 2009 - Addenum Street & Cars	 311 311 service requests 2009 all service requests
tkdy-59zg	DOF: Condominium Comparable Rental Income – Staten Island – FY 2011/2012	 department of finance finance dof rental property condominiums cooperatives residential apartment buildings rental properties staten island borough
4s7y-vm5x	2010-2011 Class Size - Citywide Distribution	 lifelong learning
gfgw-b9bj	Manhattan Noise 2005 Test - Addenum 1	 311 311 service requests 2005 all service requests
pxfd-dpcz	NYS Math Test Results By Grade 2006-2011 - School Level - By Gender	 lifelong learning
htkc-b6ea	English Language Arts (ELA) Test Results by Grade 2006-2011 - District - by Gender	 lifelong learning
ax59-fc5g	Mother's Age	 birth rate mother age labor baby data health
9mhd-na2n	New York City Population By Boroughs	 dcp city planning population growth borough
tes3-xb7k	Board of Education, 1934-2002	null
ct2g-fibg	OpenData Team Catalog	null	 opendata catalog catalog dcat datasets directory
x27p-rath	DCA	 311 311 service requests 2010 2011 2012 service request status all service requests
3vq3-6sbd	new_311	 311 311 service requests 2010 2011 service request status all service requests
9ncr-ejx7	Pending Rodent Complaints (2010-present)	 311 311 service requests 2010 2011 2012 service request status all service requests
d7gj-km57	AgencyCalls1	 311 311 service requests 2010 2011 service request status all service requests
mfbr-gvpd	ML_TEST	 311 311 service requests 2010 2011 2012 service request status all service requests
tqmj-j8zm	Borough Boundaries	 borough boundaries data water areas dcp
e749-h2c8	Historical And Projected New York City Senior Population By Boroughs	 oem emergency management services population senior
c2v8-zzjq	CCRB: Assignment of Officers against Whom Allegations Were Substantiated - Patrol Borough Queens South 2005 - 2009	 complaint civilian review board activity crime year age demographics 2005 2006 2007 2008 2009 docket incident report substantiation substantiated victim ccrb officer assignment bureau
3wtw-tx34	Keap street and South 4th street, Williamsburg.	 geographic location map cartography neighborhood historic scenic interest area of interest areas of interest dcp city planning neighborhood names gis
py94-amfu	infgraphic	 health safety geographic map cartography public community neighborhood location hospital fund boundary boundaries status statistics care
bws2-q2sb	CCRB: Average Days for the CCRB to Close Substantiated Cases Measured from Date of Report 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
a2nf-cvfm	NYS Math Test Results By Grade 2006-2011 - Boro - All Students	 lifelong learning
3qn7-e824	Brooklyn	 block parties street festivals events
fmzx-suji	Total Occupied Housing Units By Household Size By Borough	 dcp city planning population growth household
m6yn-2ied	Bronx DCLA Cultural Organizations	 culture gallery art museum museo dance performance painting sculpture
89j6-bdde	Where Incidents That Led To A Substantiated Complaint Took Place - Staten Island 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
ekhm-7jny	gas1	 energy gas power environment utilities planning
7ub6-8ecn	CCRB: Average Days for the CCRB to Close Substantiated Cases Measured from Date of Incident 2005 – 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
xtwy-czsw	data	 311 311 service requests 2010 2011 service request status all service requests
pmuz-gfdn	roads	 doitt gis geographic location map cartography transportation roadbed road
xjcm-e5uy	English Language Arts (ELA) Test Results by Grade 2006-2011 - Boro - by Race-Ethnicity	 lifelong learning
996g-i4kh	Activity Summary Of Lead Based Paint	 dcp city planning lead base paint statistics
xnje-s6zf	Significant Noncompliance List	 dep department of environmental protection environment noncompliance compliance significant noncompliance list healthy living
jyfu-bdnk	vivek	 department of environmental protection dep environment water reservoir health ecosystem eco-system agua water system water supply nyc tap tap water conservation watershrd
x8rc-3utf	Race Of Victims Whose Allegations Were Substantiated 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
w49k-mmkh	2006-07 Class Size - Citywide Summary	 lifelong learning
bmxf-3rd4	Directory Of Homeless Drop- In Centers	 dhs homeless shelter drop-in center
v9ni-djqf	staten island DCLA map	 culture gallery art museum museo dance performance painting sculpture
g8v5-qeu5	CCRB: Age of Docket Measured from the Date of Incident 2005 - 2009	 complaint civilian review board activity crime year age demographics 2005 2006 2007 2008 2009 docket incident
m2hk-vytj	Directory of Nature Centers	 healthy living
6qzy-b4x8	Total Housing Units By Occupancy Status And Tenure By Borough	 dcp city planning population growth housing occupancy tenure
xi7c-iiu2	New York City Population By Community Districts	 dcp city planning population growth community district
xt3u-h44z	CCRB: Assignment Of Officers Against Whom Allegations Were Substantiated - Organized Crime Control Bureau 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
78uv-gj2k	gas new	 energy gas power environment utilities planning
xkmy-b5va	Brooklyn Black Students	null
8r8c-zs9k	dec-test-filter	 block parties street festivals events
5t4n-d72c	Directory Of Homeless Population By Year	 dhs homeless comparison population
mg76-ufm9	Aakash Dalwani NYC Open Data Catalog	null	 opendata catalog catalog dcat datasets directory
s39k-hpnc	311hd	 311 311 service requests 2010 2011 service request status all service requests
3j8b-riq9	NYC parks	 park parks nature recreation location map cartography geographic healthy living
99i6-msyy	Bronx 311 Noise Survey	 311 311 service requests 2010 2011 2012 service request status all service requests
iz2q-9x8d	Cellular Antenna Filings	 cellular antenna dob buildings
