x9ia-3cjh Yellow Medallion Taxicabs - Agents No_Record  Transportation Yellow Medallion Taxicabs are the official taxis of New York City. There are currently about 13,000 licensed taxicabs and they provide transportation for passengers via street hails.  This list includes Medallion Agent Licensee names, license numbers, addresses, and phone numbers. business taxi vehicle transportation license
xdkk-pvdv Directory Historical Signs No_Record  Parks and Recreation Text of signs installed throughout New York City Department of Parks & Recreation properties that explains whom the park is named after and why, as well as the history of the site. directory historical signs dpr signs parks healthy living
uhgx-3qav Degraw Street, Brooklyn No_Record  Transportation The Parking Regulations are drawn from DOT’s traffic sign database, STATUS, which is used by DOT in managing its inventory of over one million traffic signs in New York City. The database keeps track of the description, location and installation dates for DOT traffic signs. The Locations and Signs files need to be used in combination. The data in files can be linked, to find an applicable regulation, using the 'StatusOrderNumber' value. This process is automated at our  DOT Parking Regulation website: http://a841-dotvweb01.nyc.gov/ParkingRegs/ViewController/LocationValidation.aspx parking regulation traffic sign signage location install car automobile drive driving
nmqv-xfsc Graduation Outcomes - Classes of 2005-2010 - Citywide No_Record  Education Graduation Outcomes - Cohorts of 2001 through 2006 (Classes of 2005 through 2010)  The New York State calculation method was first adopted for the Cohort of 2001 (Class of 2005).  The cohort consists of all students who first entered 9th grade in a given school year (e.g., the Cohort of 2006 entered 9th grade in the 2006-2007 school year).  Graduates are defined as those students earning either a Local or Regents diploma and exclude those earning either a special education (IEP) diploma or GED.  For the most recent cohort, graduation rates as of both June and August (including summer graduates) are reported.     Records with cohorts of 20 students or less are suppressed. August outcomes are only reported for the most recent cohort. August outcomes include all June and August graduates. In school-level reporting, students who were in a school for less than 5 months are not included in the school’s cohort, but are included in citywide totals. School level results are not presented for District 79 schools, but their outcomes are included in citywide totals. lifelong learning
ijaw-4yr5 Community Car Services (Livery) - Bases No_Record  Transportation Community Car Service Bases provide pre-arranged transportation throughout New York City. These bases range in size from small, neighborhood-based operations to large fleet-type companies that provide citywide service.  This list includes license numbers, names(s) of licensees, addresses, phones, and license types.
aviq-jvfs Directory of Handball Courts No_Record  Parks and Recreation Handball Courts in New York City Department of Parks & Recreation properties. directory of handball courts parks recreation dpr healthy living
z42n-hfkv Unaffiliated Vehicles No_Record  Transportation A TLC licensed vehicle cannot legally provide service unless the vehicle is affiliated with a TLC licensed base. Any licensee that appears on this list cannot provide service as they are not currently affiliated with a TLC licensed base. business taxi vehicle transportation license
bmz9-8tk4 NYC Truck Routes (Local and Thru maps) No_Record  Transportation "The New York City Truck Routes represents Local and Through Truck Routes in New York City, created by the New York City Department of Transportation. They feature the City's comprehensive Truck Route Network overlaid on top of the entire arterial street network making it easier for drivers to locate specific streets and intersections, thus providing the best way for trucks to travel around the City. These maps also contain helpful information for drivers, on truck route signage, weight limits and dimensions, overweight/over dimensional permitting and truck related violations as well as City, regional and state truck-related resources." clean web
y8c3-mmbu Black Car Services - Bases No_Record  Transportation Black Car bases provide pre-arranged transportation to clients, usually based on contracts. This lists the current status of Black Car Base Licenses, including license number, name(s) of licensee, addresses, phone numbers and license types.
p7p7-wvdw Open Summonses - Active For-Hire-Vehicle (FHV) Drivers No_Record  Transportation List of open summonses written against TLC-licensed drivers.  Only open summonses that have not yet been heard in court are shown – that means that the hearings have not happened and a final decision has not been made in these cases.  File includes Driver License Number, Summons Number and Date Issued, Charges, and current Disposition. tickets safety
6p8h-62sj DOF Statement of account (Bronx) No_Record  Property Name of responsible party, and charges against a property for the period of issuance department of finance finance dof bronx borough statement of account
42p9-q6fd NYC School Survey - 2010 No_Record  Education Every year, all parents, all teachers, and students in grades 6 - 12 take the NYC School Survey. The survey ranks among the largest surveys of any kind ever conducted nationally.   Survey results provide insight into a school's learning environment and contribute a measure of diversification that goes beyond test scores on the Progress Report. NYC School Survey results contribute 10% - 15% of a school's Progress Report grade (the exact contribution to the Progress Report is dependent on school type). Survey questions assess the community's opinions on academic expectations, communication, engagement, and safety and respect. School leaders can use survey results to better understand their own school's strengths and target areas for improvement.   The NYC School Survey helps school leaders understand what key members of the school community say about the learning environment at each school. The information captured by the survey is designed to support a dialogue among all members of the school community about how to make the school a better place to learn. New York City parents, teachers, and students reached new participation heights on the 2010 School Survey. 922,694 surveys were submitted. lifelong learning
evdj-a5z2 Municipal Parking Facilities (Brooklyn) No_Record  Transportation RSS Feed displaying municipal parking facilities in Brooklyn. transportation parking brooklyn clean web
y8tr-23bj Press Releases No_Record  Parks and Recreation Official New York City Department of Parks & Recreation Press Releases press releases parks doitt dpr healthy living
vbbz-vf7v Directory of Parks Disability Accessibility Facilities and Programs No_Record  Parks and Recreation Recreational facilities in New York City Department of Parks & Recreation properties that are accessible to the disabled. recreation sports outdoor dpr disability accessibility directory of parks disability accessibility facilities and programs healthy living
qhen-5rve Weekend Traffic Updates No_Record  Transportation RSS Feed displaying weekend traffic updates transportation traffic update travel weekend clean web
tmtb-gcc6 NYC Department of Design and Construction (DDC): Open Requests for Proposals No_Record  Business and Economic Purpose: Now,  consultants can subscribe to this feed and be informed about the new postings. Target audience: Consultants. Update Frequency: As needed. requests for proposal rfp contractors consultants postings
nn83-afrt Directory of Boating and Marinas No_Record  Parks and Recreation Marinas in New York City Department of Parks & Recreation properties. directory of boating and marinas boat marina dpr parks recreation healthy living
zyf6-z3xt Directory of Beaches No_Record  Parks and Recreation New York City Department of Parks & Recreation public beaches. directory of beaches beach dpr parks recreation healthy living
8f3b-vtv6 Black Car Services - Vehicles No_Record  Transportation Black Car bases provide pre-arranged transportation to clients, usually based on contracts. This lists the current status of Black Car Vehicle Licenses, including license number, name(s) of licensee, affiliated base license, DMV license plate and VIN numbers, expiration date, model year, and whether the vehicle is a hybrid or stretch limousine.
gzk5-mux8 Directory of Zoos and Aquariums No_Record  Facilities and Structures Zoos and aquariums in New York City Department of Parks & Recreation properties. directory of zoos and aquariums zoos aquarium dpr parks healthy living
xmzf-uf2w BPL Branches No_Record  Library A list of Brooklyn Public Library Branches, with branch name, locations, directions to, hours of services, name of contact person, and a brief description of the neighborhood the branch services.
sp9a-cd2a Publicly Accessible Waterfront Spaces (PAWS) Database No_Record  Government This Access database contains information about publicly accessible waterfront spaces in NYC.  The database can be joined to the PAWS shapefile on the PAWS_ID field. The database includes many additional attribute fields and provides more detailed information on each publicly accessible waterfront space that is not under the jurisdiction of NYC Department of Parks and Recreation, NYS Office of Parks, Recreation & Historic Preservation, or the National Park Service. publicly accessible waterfront spaces (paws) database dcp
djj3-qxwf Open Balance (Staten Island) No_Record  Property Property tax balance and payment information for all active properties department of finance finance dof staten island borough statement of account
ens7-ac7e 2009 School Survey No_Record  Education 2009 school survey with ratings in categories such as parental academic expectations, teacher academic expectations, student engagement, safety, and other categories department of education education board of ed school schools p.s. jhs is high school junior high school elementary learning survey lifelong learning
v3zf-nci8 Directory of Barbecuing Areas No_Record  Parks and Recreation Designated barbecuing areas in New York City Department of Parks & Recreation properties. directory of barbecuing areas dpr parks barbecque bbq healthy living
wchz-a6hh Rudy W. Giuliani, 1994-2001 No_Record  Government "This inventory provides folder-level access to the records of the mayoral administration of Rudy W. Giuliani, 1994-2001. " mayor mayoral records administration 1994 1995 1996 1997 1998 1999 2000 2001 inventory library catalog catalogue
qpwm-s268 Municipal Parking Facilities (Bronx) No_Record  Facilities and Structures RSS Feed displaying municipal parking facilities and their rates in the Bronx transportation parking bronx clean web
ijxg-g6qy Group Ride Vehicle Pilot Program - Drivers No_Record  Transportation The New York City Taxi and Limousine Commission (TLC) has approved a new Group Ride Vehicle pilot program to provide an alternative transportation option for New Yorkers in neighborhoods with reduced or eliminated bus service. This new service will allow point to point, shared-rides among specified pick-up and drop-off locations. This pilot program will run for one year.  All licenses issued under this pilot will expire one-year from date of issuance.  This lists the license number, name, and license expiration date of approved drivers.
bymk-vktx Street Network changes No_Record  Transportation This file includes the locations and nature of street closures, one-way conversions and reversals, and two-way conversions within the five boroughs of New York City. It does NOT contain information on closures or temporary re-routing due to construction or special events. NYCDOT estimates these changes occur less than once a month.  The New York City Department of Transportation makes no warranty of accuracy or completeness of this data. Drivers should always comply with signals, signs and other existing regulations. clean web
hfjr-ingf NYPL Blogs No_Record  Library RSS Feeds: NYPL Blogs. Update Schedule: As required library blog entertainment nypl event culture
hqhv-9zeg Historical New York City Crime Data No_Record  Public Safety The New York City Police Department records reported crime and offense data based upon the New York State Penal Law and other New York State laws. For statistical presentation purposes the numerous law categories and subsections are summarized by law class, Felony, Misdemeanor and Violation. The tabular data compiles reported crime and offense data recorded by the New York City Police Department. Separate tables are presented for the Seven Major Felonies, Non-Seven Major Felony Crimes, Misdemeanors and Violations. nypd police department crime historical new york city crime data
qfxy-c6k3 Municipal Parking Facilities (Queens) No_Record  Transportation RSS Feed displaying municipal parking facilities in Queens transportation parking queens clean web
5q5r-bu4w Paratransit Services - Drivers No_Record  Transportation Paratransit Bases provide pre-arranged transportation for passengers with disabilities. Most of the service takes individuals to and from health care facilities. This list includes current status of Paratransit Driver Licenses, including TLC License Number, name of licensee, license type and expiration date.
59gn-q4ai Directory of Playgrounds No_Record  Environmental Sustainability Designated barbecuing areas in New York City Department of Parks & Recreation properties. healthy living
ucrw-jk24 Yellow Medallion Taxicabs - Drivers Who Have Completed Passenger Assistance Training No_Record  Transportation Yellow Medallion Taxicabs are the official taxis of New York City. There are currently about 13,000 licensed taxicabs and they provide transportation for passengers via street hails. Medallion Taxicab Drivers face a unique set of requirements in order to be licensed to drive a yellow taxicab.   This list includes the driver names, TLC license number, and license expiration date of Yellow Medallion Drivers who have completed both Accessible Passenger Assistance Training Courses. business taxi vehicle transportation license
tc87-z5gf 2010 Municipal Building Benchmarking Results (NYPL Sub-Set) No_Record  Government This is a sub-set of the "2010 Municipal Building Energy Benchmarking Results" Dataset, restricting to NYPL buildings in Manhattan. All other descriptive data below remains relevant.  This is an Excel file with a list of New York City municipal buildings over 10,000 square feet by borough, block, lot, and agency, identifying each building’s energy intensity (kBtu/sq. ft.), Portfolio Manager benchmarking rating, where available, and the total GHG emissions for the calendar year 2010. 2010 nyc 2010 nyc municipal building energy benchmarking results benchmark energy energy intensity emissions municipal building block lot
ksfe-nc8x NYC School Survey - 2009 No_Record  Education Every year, all parents, all teachers, and students in grades 6 - 12 take the NYC School Survey. The survey ranks among the largest surveys of any kind ever conducted nationally.   Survey results provide insight into a school's learning environment and contribute a measure of diversification that goes beyond test scores on the Progress Report. NYC School Survey results contribute 10% - 15% of a school's Progress Report grade (the exact contribution to the Progress Report is dependent on school type). Survey questions assess the community's opinions on academic expectations, communication, engagement, and safety and respect. School leaders can use survey results to better understand their own school's strengths and target areas for improvement.   The NYC School Survey helps school leaders understand what key members of the school community say about the learning environment at each school. The information captured by the survey is designed to support a dialogue among all members of the school community about how to make the school a better place to learn. The NYC School Survey has been taken annually since its inception in 2007. lifelong learning
3nx4-m5h6 Community Car Services (Livery) - Vehicles No_Record  Transportation Community Car Service Bases provide pre-arranged transportation throughout New York City. These bases range in size from small, neighborhood-based operations to large fleet-type companies that provide citywide service. This list includes detailed vehicle information, including affiliated base, license numbers, names(s) of licensees, DMV license plate and VIN numbers, license types, expiration date, model year, and whether the vehicle is a hybrid or stretch limousine.
2v4z-66xt LION No_Record  Government GIS data:  A single line street base map representing the city's streets and other linear geographic features, along with feature names and address ranges for each addressable street segment.  This dataset includes the Nodes file.  The Nodes file contains a point feature and unique NodeID for each node that exists in the LION file. The Node_StreetName.txt file lists the street names associated with those nodes. Most nodes, representing intersections, will have at least 2 street names associated in the Node_StreetName.txt file lion gis dcp department of city planning (dcp) nodes
4bg6-ub7f Weekly resurfacing schedule No_Record  Transportation RSS Feed displaying the weekly resurfacing schedule transportation travel resurface condition schedule weekly clean web
eznj-hdma Open Balance (Bronx) No_Record  Property Property tax balance and payment information for all active properties department of finance finance dof bronx borough statement of account
na8n-6f5f Open Balance (Queens) No_Record  Property Property tax balance and payment information for all active properties department of finance finance dof queens borough statement of account
i762-rk6i NYC School Survey - 2008 - General Education No_Record  Education Every year, all parents, all teachers, and students take the NYC School Survey. The survey ranks among the largest surveys of any kind ever conducted nationally.   Survey results provide insight into a school's learning environment and contribute a measure of diversification that goes beyond test scores on the Progress Report. Survey questions assess the community's opinions on academic expectations, communication, engagement, and safety and respect. School leaders can use survey results to better understand their own school's strengths and target areas for improvement.   Over 800,000 New Yorkers participated in the survey in 2008. 347,829 parents, 48,002 teachers, and 410,708 students submitted surveys and contributed feedback to their schools. lifelong learning
yh7h-cx7a Open Balance (Brooklyn) No_Record  Property Property tax balance and payment information for all active properties department of finance finance dof brooklyn borough statement of account
sxe3-hucm Directory of Horseback Riding Trails No_Record  Facilities and Structures Horseback riding trails in New York City Department of Parks & Recreation properties. healthy living
9ned-hmak Directory of Running Tracks No_Record  Environmental Sustainability Running tracks in New York City Department of Parks & Recreation properties. healthy living
b7t4-zm44 BPL Electronic Resources No_Record  Library A list of electronic databases available at Brooklyn Public Library. Update schedule: As required
7phj-iypd Map Of NYCHA Developments No_Record  Social Services Map of NYCHA Developments as of July 2011 nycha map development
efsz-uj8v Park Closure Notifications No_Record  Parks and Recreation Closures effecting the availability of New York City Department of Parks & Recreation properties or facilities therein. park closure notifications closure dpr healthy living
88da-cha7 NYC Media Video Directory No_Record  Media An XML file with metadata related to each video available on nyc.gov/vod
ydj7-rk56 Directory of Recreation Centers No_Record  Facilities and Structures Indoor recreation facilities in New York City Department of Parks & Recreation properties. healthy living
bevq-88e4 Board of Education, 1934-2002 No_Record  Government "The records of selected individual members of the Board of Education, 1934-2002, documenting the work of the citizen policy making board. " library catalog catalogue report study studies education board board of education document policy citizen depository records official publication 1934 1935 1936 1937 1938 1939 1940 1941 1942 1943 1944 1945 1946 1947 1948 1949 1950 1951 1952 1953 1954 1955 1956 1957 1958 1959 1960 1961 1962 1963 1964 1965 1966 1967 1968 1969 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002
rvfa-ec5u Vehicle Insurance No_Record  Transportation All insurance information for TLC licensed vehicles.
mm69-vrje Zoning GIS Data: ESRI Geo-database No_Record  Government GIS data: This data set consists of 6 classes of zoning features: zoning districts, special purpose districts, special purpose district subdistricts, limited height districts, commercial overlay districts,  and zoning map amendments. zoning geographic location map cartography zone district commercial dcp
sqyt-f78v Group Ride Vehicle Pilot Program - Bases No_Record  Transportation The New York City Taxi and Limousine Commission (TLC) has approved a new Group Ride Vehicle pilot program to provide an alternative transportation option for New Yorkers in neighborhoods with reduced or eliminated bus service. This new service will allow point to point, shared-rides among specified pick-up and drop-off locations. This pilot program will run for one year. All licenses issued under this pilot will expire one-year from date of issuance. This lists affiliated base license numbers, names, and contact information.
bun3-hgra Multi-Agency Report No_Record  Government Indicators for city services or initiatives that involve the efforts of more than one agency.
b2m2-7ih3 NYC Department of Design and Construction (DDC): Closed Requests for Proposals No_Record  Business and Economic Purpose: Inform consultant about the results of the RFP process Target audience: Consultants. Update Frequency: As needed requests for proposal rfp contractors consultants postings closed
xdsd-mmyu NYC Media Video Directory (Mobile) No_Record  Media An XML file with metadata related to each video available on nyc.gov/vod.  Created for usage on an iPad, iPhone, or Android device (mp4).
dg2v-qd6w NYC City Hall Library Publications No_Record  Library "Official publications submitted by city agencies in electronic format to the City Hall Library, also available at http://nyc.gov/html/records/html/govpub/home.shtml "
br6i-nzsr Directory of Swimming Pools No_Record  Facilities and Structures Indoor and outdoor pools in New York City Department of Parks & Recreation properties. healthy living
g6we-qajk Sidewalk Café Regulations GIS: Shapefile No_Record  Government This feature class is a spatial representation of the Sidewalk Cafe regulations in the New York City Zoning Resolution, Chapter 1, Article 4.” sidewalk café regulations gis: shapefile department of city planning (dcp) dcp restaurant food cafe
fupk-24im NYC School Survey - 2007 No_Record  Education Every year since 2007, all parents, all teachers, and students take the NYC School Survey. The survey ranks among the largest surveys of any kind ever conducted nationally.   Survey results provide insight into a school's learning environment and contribute a measure of diversification that goes beyond test scores on the Progress Report. Survey questions assess the community's opinions on academic expectations, communication, engagement, and safety and respect. School leaders can use survey results to better understand their own school's strengths and target areas for improvement.   Approximately 600,000 New Yorkers participated in the survey in 2007. 216,914 parents, 31,592 teachers, and 338,201 students submitted surveys and contributed feedback to their schools. lifelong learning
qgf3-tfxy OPEN DATA PROJECT No_Record  Social Services All 311 Service Requests from 2010 to present. This information is automatically updated daily. 311 311 service requests 2010 2011 2012 service request status all service requests
nyxi-g2ns test 195 bway No_Record  Facilities and Structures Polygon representing the perimeter outline of the buildings. geographic location map cartography property building perimeter
tes3-xb7k Board of Education, 1934-2002 No_Record  Education "The records of selected individual members of the Board of Education, 1934-2002, documenting the work of the citizen policy making board. "
78dh-3ptz Police Precincts No_Record  Public Safety GIS data: Boundaries of Police Precincts police precincts dcp geographic location map cartography safety crime boundary police policeman cop division precinct precincts gis jurisdiction school health fire & police gis: police precincts
r8nu-ymqj School Districts No_Record  Education GIS data: Boundaries of School Districts school districts education dcp
v2h8-6mxf 2010 Census Blocks No_Record  Government GIS data: 2010 Census Blocks 2010 census blocks census 2010 gis map dcp
3wtw-tx34 Keap street and South 4th street, Williamsburg. No_Record  Other GIS data: neighborhood labels as depicted in New York City: A City of Neighborhoods geographic location map cartography neighborhood historic scenic interest area of interest areas of interest dcp city planning neighborhood names gis
m2hk-vytj Directory of Nature Centers No_Record  Environmental Sustainability Nature Centers in New York City Department of Parks & Recreation properties. healthy living
7v3f-yire NYC City Hall Library Catalog No_Record  Library The City Hall Library is New York City's official depository for all agency published reports and studies. More info can be found at http://nyc.gov/html/records/html/about/chlibrary.shtml
8r8c-zs9k dec-test-filter No_Record  Events A list of Street Activity Permit Applications. These include applications for Block Parties and Street Festivals. The City of New York makes no representation as to its accuracy or the suitability of this information for any purpose. Because this information is subject to change, the City will periodically update and modify it to the extent it is reasonable and practical. Users should be advised that much of this information is based on permit applications, not approved permits especially when looking at permits for advanced dates.  The City disclaims any liability for errors that may be contained herein and shall not be responsible for any damages consequential or actual, arising out of or in connection with the use of this information. The City makes no warranties, express or implied, including, but not limited to, implied warranties of merchantability and fitness for a particular purpose as to the quality, content, accuracy, or completeness of the information, text graphics, links and other items contained in this dataset. block parties street festivals events
niuh-hrin Commuter Van Services - Vehicles No_Record  Transportation Commuter Van Authorizations provide pre-arranged transportation to passengers throughout New York City on a regular daily basis. They are authorized to operate within specific geographic areas. This list includes detailed vehicle information, including affiliated base, license numbers, names(s) of licensees, DMV license plate and VIN numbers, license types, expiration date, and model year.
wpx4-etfg "Hispanic" students in BK, 2005-2010 No_Record  Education Graduation Outcomes - 4 Year Outcome - Cohorts of 2001 through 2006 (Classes of 2005 through 2010)   •The New York State calculation method was first adopted for the Cohort of 2001 (Class of 2005). The cohort consists of all students who first entered 9th grade in a given school year (e.g., the Cohort of 2006 entered 9th grade in the 2006-2007 school year). Graduates are defined as those students earning either a Local or Regents diploma and exclude those earning either a special education (IEP) diploma or GED. For the most recent cohort, graduation rates as of both June and August (including summer graduates) are reported.   •Records with cohorts of 20 students or less are suppressed. August outcomes are only reported for the most recent cohort.   •August outcomes include all June and August graduates.   •In school-level reporting, students who were in a school for less than 5 months are not included in the school’s cohort, but are included in citywide totals.   •School level results are not presented for District 79 schools, but their outcomes are included in citywide totals.
rqzz-2ajy Commuter Van Services - Drivers No_Record  Transportation Commuter Van Authorizations provide pre-arranged transportation to passengers throughout New York City on a regular daily basis. They are authorized to operate within specific geographic areas. This list includes current status of Commuter Van Driver Licenses, including TLC License Number, name of licensee, license type and expiration date.
ecem-8bdx Luxury Limousine Services - Vehicles No_Record  Transportation Luxury Limousine Bases provide pre-arranged premium transportation to clients throughout New York City. This list includes license numbers, names(s) of licensees, addresses, phones, and license types. This list includes detailed vehicle information, including affiliated base, license numbers, names(s) of licensees, DMV license plate and VIN numbers, license types, expiration date, and model year.
fndu-yzn3 Open Summonses - Active For-Hire-Vehicle (FHV) Owners No_Record  Transportation List of open summonses written against TLC-licensed vehicles. Only open summonses that have not yet been heard in court are shown – that means that the hearings have not happened and a final decision has not been made in these cases. File includes Vehicle License Number, Vehicle's Affiliated Base Number, Summons NNumber, Date Summons Issued, Charge and Disposition.
kdig-pewd Zoning GIS Data: ESRI Shape file No_Record  Government GIS data: This data set consists of 6 classes of zoning features: zoning districts, special purpose districts, special purpose district subdistricts, limited height districts, commercial overlay districts,  and zoning map amendments. dcp zoning geographic location map cartography zone district commercial
keny-zprk Group Ride Vehicle Pilot Program - Vehicles No_Record  Transportation The New York City Taxi and Limousine Commission (TLC) has approved a new Group Ride Vehicle pilot program to provide an alternative transportation option for New Yorkers in neighborhoods with reduced or eliminated bus service. This new service will allow point to point, shared-rides among specified pick-up and drop-off locations. This pilot program will run for one year. All licenses issued under this pilot will expire one-year from date of issuance. This lists affiliated base license numbers, names, and other vehicle information.
pr6u-akpp Luxury Limousine Services - Bases No_Record  Transportation Luxury Limousine Bases provide pre-arranged premium transportation to clients throughout New York City. This list includes license numbers, names(s) of licensees, addresses, phones, and license types.
2b2i-a8k8 2166 No_Record  Facilities and Structures Detailed data on NYC buildings with oil boilers, including fuel consumption, BBL, building owner/management info, deadline for complying with Audit and Retrocommissioning Law, building type and year constructed, number of floors and residential units, Condo/Coop status, and more. energy power environment planning construction housing property
sqcx-s2vg Municipal Parking Facilities (Staten Island) No_Record  Facilities and Structures RSS Feed displaying municipal parking facilities and their rates in Staten Island clean web
8hcp-vv7t tr No_Record  Environmental Sustainability Manhattan street tree census inventory  Update Frequency: As Needed park parks nature recreation tree census arbor geographic manhattan
hr2s-xdcw Directory of Public Computer Resource Centers No_Record  Education Computer resource centers in New York City Department of Parks & Recreation properties. healthy living
bser-75pn Black students in Brooklyn, 2005-2010 No_Record  Education Graduation Outcomes - 4 Year Outcome - Cohorts of 2001 through 2006 (Classes of 2005 through 2010)   •The New York State calculation method was first adopted for the Cohort of 2001 (Class of 2005). The cohort consists of all students who first entered 9th grade in a given school year (e.g., the Cohort of 2006 entered 9th grade in the 2006-2007 school year). Graduates are defined as those students earning either a Local or Regents diploma and exclude those earning either a special education (IEP) diploma or GED. For the most recent cohort, graduation rates as of both June and August (including summer graduates) are reported.   •Records with cohorts of 20 students or less are suppressed. August outcomes are only reported for the most recent cohort.   •August outcomes include all June and August graduates.   •In school-level reporting, students who were in a school for less than 5 months are not included in the school’s cohort, but are included in citywide totals.   •School level results are not presented for District 79 schools, but their outcomes are included in citywide totals.
tvy2-e7mm Paratransit Services - Vehicles No_Record  Transportation Paratransit Bases provide pre-arranged transportation for passengers with disabilities. Most of the services take individuals to and from health care facilities. This list includes detailed vehicle information, including affiliated base, license numbers, names(s) of licensees, DMV license plate and VIN numbers, license types, expiration date, and model year.
7xqy-uv7r Municipal Parking Facilities (Bronx) No_Record  Transportation RSS Feed displaying municipal parking facilities in the Bronx  Updated as required clean web
cpf4-rkhq Neighborhood Tabulation Areas No_Record  Government data: Boundaries of Neighborhood Tabulation Areas as created by the NYC Department of City Planning using whole census tracts from the 2010 Census as building blocks.  These aggregations of census tracts are subsets of New York City's 55 Public Use Microdata Areas (PUMAs). neighborhood tabulation areas dcp city planning community area
h74c-n4ni 2010 Census Tracts No_Record  Government GIS Data: 2010 Census Tracts census geographic location map cartography boundary block survey poll 20010 census blocks & tracts gis: 2010 census tracts dcp
3j9j-3cga Paratransit Services - Bases No_Record  Transportation Paratransit Bases provide pre-arranged transportation for passengers with disabilities. Most of the service takes individuals to and from health care facilities. This list includes license numbers, names(s) of licensees, addresses, and phone numbers.
7df7-afrb PARTYPARTYPARTY No_Record  Social Services All 311 Service Requests from 2010 to present. This information is automatically updated daily. 311 311 service requests 2010 2011 2012 service request status all service requests
bj76-nbjg NYC School Survey - 2008 - District 75 No_Record  Education Every year, all parents, all teachers, and students take the NYC School Survey. The survey ranks among the largest surveys of any kind ever conducted nationally.   Survey results provide insight into a school's learning environment and contribute a measure of diversification that goes beyond test scores on the Progress Report. Survey questions assess the community's opinions on academic expectations, communication, engagement, and safety and respect. School leaders can use survey results to better understand their own school's strengths and target areas for improvement.   Over 800,000 New Yorkers participated in the survey in 2008. 347,829 parents, 48,002 teachers, and 410,708 students submitted surveys and contributed feedback to their schools. lifelong learning
sfrt-szqe housing complaints No_Record  Social Services All 311 Service Requests from 2010 to present. This information is automatically updated daily. 311 311 service requests 2010 2011 2012 service request status all service requests
jd9a-5gug Newport No_Record  Cultural Affairs Landmarks Preservation Commission point shapefile. A point shapefile of NYC Landmarks Preservation Commission individual, interior and scenic landmarks as well as points of all buildings within historic districts; for use in Geographic Information Systems (GIS). geographic location map cartography historic landmark preservation preserve conservation conserve interior scenic building district
h2n3-98hq Political & Election Districts GIS: Election Districts No_Record  Government GIS data: Boundaries of Election Districts political & election districts gis: election districts dcp geographic voting location map cartography district boundary elect election
5p78-k3zm Health Areas No_Record  Health GIS data: Boundaries of Health Areas health areas dcp health city planning
r7rr-2vqh Motor Vehicle Accident Data No_Record  Public Safety Details of Motor Vehicle Accidents in New York City provided by the Police Department (NYPD) nypd police department motor vehicle accident data traffic accident
ftxv-d5ix The Stop, Question and Frisk Data No_Record  Public Safety Data records from the NYPD Stop, Question and Frisk Database. Data is made available in SPSS portable file format. nypd police department the stop question and frisk data
udt3-taj7 Municipal Parking Facilities (Staten Island) No_Record  Transportation RSS Feed displaying municipal parking facilities in Staten Island clean web
ssca-d8tn City.do API data 001 No_Record  Other All 311 Service Request from 2010 to Present. Starting in November 2011 the data will be updated on a daily basis. 311 311 service requests 2010 2011 service request status all service requests
djsb-jctj cb5 No_Record  Social Services 311 Service Requests for 2008. This is historical data and will not be updated. 311 311 service requests 2008 all service requests
w83z-2kf9 Inclusionary Housing Designated Areas No_Record  Government GIS data:  A specified area in which the Inclusionary Housing Program is applicable. The program modifies the floor area ratio (FAR) and offers a bonus for developments that provide affordable housing. inclusionary housing designated areas dcp city planning
f6an-2v46 Moving Summonses No_Record  Public Safety Details of Moving Summonses issued in New York City by the Police Department (NYPD) nypd police department moving summonses traffic
yusd-j4xi City Council Districts No_Record  Government GIS data: Boundaries of City Council Districts geographic voting location map cartography city council council boundary elect election city council districts dcp
uh7r-6nya Fire Battalions No_Record  Public Safety GIS data: Boundaries of Fire Battalions fire battalions dcp public safety fdny
mh97-dfdk tree search No_Record  Environmental Sustainability Manhattan street tree census inventory  Update Frequency: As Needed park parks nature recreation tree census arbor geographic manhattan
buvd-nb6a Templates No_Record 
7qja-cifk Street complaints No_Record  Social Services All 311 Service Requests from 2010 to present. This information is automatically updated daily. 311 311 service requests 2010 2011 2012 service request status all service requests
fem4-5bbn RecentTS No_Record  Other All 311 Service Request from 2010 to Present. Starting in November 2011 the data will be updated on a daily basis. 311 311 service requests 2010 2011 service request status all service requests
azsx-w55c Mold Bx No_Record  Social Services All 311 Service Requests from 2010 to present. This information is automatically updated daily. 311 311 service requests 2010 2011 2012 service request status all service requests
v8ji-4gr9 Health Center Districts No_Record  Health GIS data: Boundaries of Health Center Districts health center districts dcp geographic location map cartography safety health wellbeing fitness medical center health center
7vht-j7rj 1 No_Record  Social Services All 311 Service Requests from 2010 to present. This information is automatically updated daily. 311 311 service requests 2010 2011 2012 service request status all service requests
29xu-2gqg Map Of NYCHA Community Facilities No_Record  Social Services Map Of NYCHA Community Facilities as of October 27, 2011 nycha map community facilities
tv64-9x69 Borough Boundaries (Water Areas Included) No_Record  Government GIS data: Boundaries of Boroughs (water areas included) borough boundaries (water areas included) dcp geographic location map cartography borough boundary water
hbk4-p523 Map Of NYCHA REES Zones No_Record  Social Services Map of NYCHA REES Zones nycha rees zone map
s4su-auus Financial centers No_Record  Business and Economic This is a list of the Department of Consumer Affairs' Financial Empowerment Centers. It includes the name, address, phone number and hours of the center. empowerment finance financial empowerment empowerment center consumer financial
