u2rh-etuc elec   consumption_gj_  Environmental Sustainability 2010 electricity consumption in kWh and GJ, by ZIP code, building type, and utility company. electricity energy environment planning power utilities
73bd-vkmx DYCD after-school programs: Young Adult Internship Programs   program_type contact_number location_1 site_name borough_community agency program grade_level_age_group  Education Facilities in New York City, by agency and site, that offer “Youth Adult Internship Program” after-school  job and internship programs for young adults ages 16 to 24. Update Frequency: Annually jobs and economic mobility education services youth community development community development school child children after-school after-school programs programs employment internships job jobs internship young adult lifelong learning
tjsr-8jvq Disqualified firms   location_1 disqualified_from_date vendor_name  Education List of firms that are disqualified to work for the SCA. The file includes the term of the firms' disqualification.  If the 'disqualified to date' is empty, the firm is disqualified indefinitely. school construction authority sca firm company companies work trade disqualification disqualify disqualified education lifelong learning
wqr5-zmgj Where Civilian Complaints Were Reported 2005 - 2009   category _percent_of_total_3 _percent_of_total_2 _percent_of_total_1 _percent_of_total_5 _percent_of_total_4 _number_4 _number_5 _number_1 _number_2 _number_3  Social Services CCRB: Where Civilian Complaints Were Reported 2005 - 2009 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
rb2h-bgai DCLA Cultural Organization Resources   website organization area  Cultural Affairs A list of organizations that provide services and/or information useful to artists and cultural organizations dcla culture cultural affairs resources directory listing
gvmx-buhy Solid Waste   num_bld council_district juris cd boro rpad_description rpad jurisdiction_description councilmember_name bbl parcel_name agency owned_leased lot prop_depth bld_sqft pr_zone prop_sqft waterfront primary_use_text prop_front irreg block  Facilities and Structures Database of City-owned properties and private properties that the City leases for City agency use. property finance lease agency city-owned private consumer affairs dcas administrative services
b9hh-z47x Test   boroughcode sideofstreet  Transportation The Parking Regulations are drawn from DOT’s traffic sign database, STATUS, which is used by DOT in managing its inventory of over one million traffic signs in New York City. The database keeps track of the description, location and installation dates for DOT traffic signs. The Locations and Signs files need to be used in combination. The data in files can be linked, to find an applicable regulation, using the 'StatusOrderNumber' value. This process is automated at our  DOT Parking Regulation website: http://a841-dotvweb01.nyc.gov/ParkingRegs/ViewController/LocationValidation.aspx parking regulation traffic sign signage location install car automobile drive driving
4e8j-wip3 elec1   consumption_gj_ zip_code  Environmental Sustainability 2010 electricity consumption in kWh and GJ, by ZIP code, building type, and utility company. electricity energy environment planning power utilities
bss9-579f DOF: Condominium Comparable Rental Income – Brooklyn – FY 2011/2012   brooklyn_condominiums_comparable_properties_expense_per_sqft brooklyn_condominiums_comparable_properties_estimated_expense comparable_rental_3_total_units brooklyn_condominiums_comparable_properties_market_value_per_sqft brooklyn_condominiums_comparable_properties_boro_block_lot comparable_rental_2_neighborhood comparable_rental_2_address comparable_rental_1_full_market_value comparable_rental_2_distance_from_condo_in_miles brooklyn_condominiums_comparable_properties_total_units comparable_rental_2_net_operating_income brooklyn_condominiums_comparable_properties_gross_income_per_sqft comparable_rental_2_expense_per_sqft comparable_rental_3_gross_income_per_sqft comparable_rental_2_market_value_per_sqft comparable_rental_3_boro_block_lot comparable_rental_1_estimated_gross_income comparable_rental_3_net_operating_income comparable_rental_2_estimated_gross_income brooklyn_condominiums_comparable_properties_neighborhood comparable_rental_1_address comparable_rental_3_building_classification brooklyn_condominiums_comparable_properties_full_market_value comparable_rental_3_gross_sqft comparable_rental_1_gross_income_per_sqft comparable_rental_2_boro_block_lot comparable_rental_3_full_market_value comparable_rental_1_year_built comparable_rental_3_estimated_expense comparable_rental_2_full_market_value comparable_rental_2_gross_sqft comparable_rental_3_estimated_gross_income comparable_rental_1_boro_block_lot comparable_rental_1_market_value_per_sqft brooklyn_condominiums_comparable_properties_year_built comparable_rental_2_gross_income_per_sqft comparable_rental_1_neighborhood comparable_rental_3_year_built comparable_rental_1_expense_per_sqft brooklyn_condominiums_comparable_properties_address brooklyn_condominiums_comparable_properties_condo_section comparable_rental_3_address brooklyn_condominiums_comparable_properties_building_classification comparable_rental_1_total_units comparable_rental_3_market_value_per_sqft brooklyn_condominiums_comparable_properties_gross_sqft comparable_rental_1_estimated_expense comparable_rental_2_building_classification comparable_rental_1_building_classification comparable_rental_2_year_built brooklyn_condominiums_comparable_properties_estimated_gross_income comparable_rental_3_neighborhood brooklyn_condominiums_comparable_properties_net_operating_income comparable_rental_3_distance_from_condo_in_miles comparable_rental_2_estimated_expense comparable_rental_1_gross_sqft comparable_rental_2_total_units comparable_rental_3_expense_per_sqft comparable_rental_1_net_operating_income comparable_rental_1_distance_from_condo_in_miles  Finances Condominiums and cooperatives are valued as if they were residential rental apartments. Income information from similar rental properties is applied to determine value. The Department of Finance (DOF) chooses similar properties to value condos and coops. Properties are selected based on a combination of factors such as: land location, income levels, building age and construction and exemptions and subsidies. Update Frequency: Annually department of finance finance dof rental property condominiums cooperatives residential apartment buildings rental properties brooklyn borough
5mnh-r9st DEP CPR Critical Indicators   _10_oct _6_oct _11_mar _11_jun _1_dec _11_may _5_apr _2_mar _9_sep _9_jun _6_aug _9_nov _2_may _5_feb _10_jan _6_jan _5_may _2_nov _4_oct _3_oct _5_mar _8_sep _2_feb _8_oct _9_feb _3_jul _3_jun _6_dec _8_jun _8_jul cpr_data_type _10_nov _8_jan _4_nov _10_mar _9_dec _6_feb _10_may _8_apr _1_jul _3_feb _3_mar _2_jul _5_oct _2_jan _3_may _2_oct _5_jun _5_jul _11_feb _7_nov _2_apr _4_dec _4_jan _7_dec _9_aug _8_may _9_jan _1_nov _6_sep _5_nov _8_dec _8_nov _9_jul _4_jun _4_sep _4_jul _5_dec _3_aug _9_oct _2_sep _3_jan _6_may _6_mar _9_apr _2_aug _6_jul _6_jun _11_apr _5_sep _10_sep _2_dec _7_oct _4_mar _4_apr _7_aug _1_oct _1_sep _10_dec _9_mar _10_aug _9_may _3_apr _10_apr _4_may _5_jan _3_nov _6_nov _10_feb _8_feb _3_dec _3_sep _8_mar _7_sep _2_jun _1_aug _8_aug _4_feb _4_aug _7_jul _11_jan _6_apr _5_aug _10_jun _10_jul  Environmental Sustainability Statistics pertaining to Department of Environmental Protection (DEP)operations department of environmental protection dep environment water reservoir health ecosystem eco-system agua water system water supply nyc tap tap water conservation basin town basin cpr healthy living
mkxg-y5uc Disposition Of Offensive Language Allegations 2008   unfounded_rate substantiated_number miscellaneous_rate miscellaneous officer_unidentified_number exonerated_rate unsubstantiated_number unsubstantiated_rate exonerated_number officer_unidentified_rate unfounded_number sunstantiated_rate type_of_abuse_of_authority_allegation  Public Safety CCRB: Disposition of Offensive Language Allegations 2008 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
ne9f-g6k4 Lincoln Square BID Business List   company business_address_state business_address_street phone_business business_address_city business_address_postal_code categories  Business and Economic List of all of the businesses in the Lincoln Square area lincoln square bid lincoln square bid businesses business
kt6n-kkzd HEAT MAP   consttype location_1 name geo_dist award boro projdesc buildingid  Facilities and Structures New school projects (Capacity) and Capital Improvement Projects (CIP) currently under Construction. school construction authority sca capital improvement project current education
cgz5-877h School Progress Reports - All Schools - 2008-09   overall_grade performance_grade school_level_ progress_report_type district dbn additional_credit progress_category_score _school_support_organization performance_category_score school environment_grade overall_score peer_index_ most_recent_quality_review_score progress_grade environment_category_score principal _state_accountability_status _progress_report_grade  Education 2008/09 Progress Report results for all schools (data as of 3/23/2010)  Peer indices are calculated differently depending on School Level.  Schools are only compared to other schools in the same School Level (e.g., Elementary, K-8, Middle, High, Transfer)  1) Elementary & K-8 - peer index is a value from 0-100.  We use a composite demographic statistic based on % ELL, % SpEd, % Title I free lunch, and % Black/Hispanic.  Higher values indicate student populations with higher need.  2) Middle & High - peer index is a value from 1.00-4.50.  For middle schools, we use the average 4th grade proficiency ratings in ELA and Math for all their students that have 4th grade test scores.  For high schools, we use the average 8th grade proficiency ratings in ELA and Math for all their students that have 8th grade test scores, % SpEd, and % Overage.  Lower values indicate student populations with higher need. lifelong learning
ebjh-qsyx 2010-11 Disciplinary Actions Unlicensed Electricians And Contractors   company name disposition  Facilities and Structures 2010-11 Disciplinary Actions Unlicensed Electricians And Contractors dob department of buildings buildings disciplinary actions electrician plumber master plumber architect engineer surrender of privileges elevator offender clean web
x35w-68ij 2011 Voluntary Surrender Of Privileges Architects And Engineers   company license_ name disposition  Facilities and Structures 2011 Voluntary Surrender of Privileges Architects and Engineers dob department of buildings buildings disciplinary actions electrician plumber master plumber architect engineer surrender of privileges elevator offender 2010 2011 clean web
kcw6-iaxw Hurricane Sandy - Sewer   y_coordinate_state_plane_ school_region unique_key street_name community_board school_number borough city incident_zip agency facility_type school_state school_phone_number location latitude x_coordinate_state_plane_ address_type status school_address school_name school_city agency_name park_borough school_code cross_street_1 cross_street_2 longitude complaint_type descriptor created_date school_zip incident_address park_facility_name  Social Services All 311 Service Requests from 2010 to present. This information is automatically updated daily. 311 311 service requests 2010 2011 2012 service request status all service requests
5ps9-yuef DOF: Summary of Neighborhood Sales Citywide for Class 1-, 2- and 3-Family homes - 2009   _maximum_sale_price_ _number_of_sales_ _average_sale_price_ building_class_category _minimum_sale_price_ _median_sale_price_ borough  Property The Department of Finance (DOF) maintains records for all property sales in New York City, including sales of family homes in each borough. This list is a summary of all neighborhood sales for Class 1-, 2- and 3-Family homes Citywide in 2009.  This list includes all sales of 1-, 2-, and 3-Family Homes' from January 1st, 2009 to December 31, 2009, whose sale price is equal to or more than $150,000.  The Building Class Category for Sales is based on the Building Class at the time of the sale. Update Schedule: Annually department of finance finance dof property properties neighborhoods sales neighborhood sales homes family homes class-1 class-2 class-3 borough citywide
vz8c-29aj Borough Enrollment Offices   districts_served hours phone location_1 borough zip_code  Education Department of Education borough enrollment offices jobs and economic mobility doe education enrollment schools borough lifelong learning
xymg-fx7a Manhattan   status shape_length shape_area omppropid objectid organizati gispropnum jurisdicti acres shape location signname mapped waterfront precinct borough type  Facilities and Structures GIS Map of New York City Department of Parks & Recreation parks. park parks nature recreation location map cartography geographic
62mr-ukqs DOF: Cooperative Comparable Rental Income – Brooklyn – FY 2008/2009   comparable_rental_1_total_units comparable_rental_1_market_value_per_sqft brooklyn_cooperatives_comparable_properties_boro_block_lot brooklyn_cooperatives_comparable_properties_full_market_value comparable_rental_2_address comparable_rental_1_full_market_value brooklyn_cooperatives_comparable_properties_gross_income_per_sqft brooklyn_cooperatives_comparable_properties_gross_sqft comparable_rental_2_market_value_per_sqft brooklyn_cooperatives_comparable_properties_neighborhood comparable_rental_2_neighborhood brooklyn_cooperatives_comparable_properties_est_gross_income comparable_rental_1_address comparable_rental_1_gross_income_per_sqft comparable_rental_2_boro_block_lot comparable_rental_2_building_classification comparable_rental_1_est_gross_income comparable_rental_2_full_market_value comparable_rental_2_gross_sqft comparable_rental_2_dist_from_coop_in_miles comparable_rental_1_boro_block_lot comparable_rental_1_neighborhood brooklyn_cooperatives_comparable_properties_market_value_per_sqft brooklyn_cooperatives_comparable_properties_total_units comparable_rental_1_dist_from_coop_in_miles comparable_rental_1_gross_sqft comparable_rental_1_year_built comparable_rental_2_year_built brooklyn_cooperatives_comparable_properties_address comparable_rental_2_est_gross_income brooklyn_cooperatives_comparable_properties_building_classification comparable_rental_2_total_units comparable_rental_2_gross_income_per_sqft comparable_rental_1_building_classification brooklyn_cooperatives_comparable_properties_year_built  Finances The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings. Update Frequency: Annually department of finance finance dof rental property cooperatives residential apartment buildings rental properties borough brooklyn
xcxy-v2u9 satellite point   consttype location_1 name geo_dist award boro projdesc buildingid  Facilities and Structures New school projects (Capacity) and Capital Improvement Projects (CIP) currently under Construction. school construction authority sca capital improvement project current education
y5dx-zyms HPD Mold complaints 6/24-6/29/2012   y_coordinate_state_plane_ school_region unique_key street_name community_board school_number borough closed_date city incident_zip agency facility_type school_state school_phone_number location latitude x_coordinate_state_plane_ address_type status school_address resolution_action_updated_date school_name school_city agency_name park_borough school_code cross_street_1 location_type cross_street_2 longitude complaint_type descriptor created_date school_zip incident_address park_facility_name  Social Services All 311 Service Requests from 2010 to present. This information is automatically updated daily. 311 311 service requests 2010 2011 2012 service request status all service requests
dhs7-q59e DYCD after-school programs: Family Support  Programs for Seniors   program_type contact_number location_1 site_name borough_community agency program grade_level_age_group  Community Service Facilities in New York City, by agency and site, that offer after-school Family Support Programs for seniors and older adults.Submitted by the Department of Youth and Community Development (DYCD). Update Frequency: Annually jobs and economic mobility community development community development school after-school after-school programs programs family family support seniors older adults lifelong learning
4wxj-39k8 Map of Tracks   shape_length shape_area objectid area len shape parknumber  Facilities and Structures GIS Map of Tracks in New York City Department of Parks & Recreation properties. park parks nature recreation running run track sports jog jogging race location map cartography healthy living
ncbg-6agr DOF Parking Violation Codes   definition code manhattan_96th_st_below  Transportation This dataset defines the parking violation codes in New York City and lists the fines. Each fine amount includes a $15 New York State Criminal Justice surcharge. dof parking violation code fine
9f5k-vxxv DYCD after-school programs: Health Stat   program_type contact_number location_1 site_name borough_community agency program grade_level_age_group  Community Service Facilities in New York City, by agency and site, that offer Neighborhood Development Area (NDA) “Health Stat” after-school Family Support Programs. - Department of Youth and Community Development (DYCD).  Update Frequency: Annually jobs and economic mobility community development community development school child children after-school after-school programs programs family family support nda neighborhood neighborhood development area healthstat health stat lifelong learning
r8k4-7i4m quality of life indicators   q2_09 indicator q3_09 q1_09 q4_09  Statistics Statistics on NYC quality of life life quality statistic community
fr6n-f337 Police Department Disposition Of Substantiated Cases By Year Of NYPD Closure 2005 - 2009   police_department_disposition  Public Safety CCRB: Police Department Disposition of Substantiated Cases by Year of NYPD Closure 2005 - 2009 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
au4d-pzhi Carroll Gardens GIS - LM   objectid_1 annoline3 annoline2 annoline1 shape annoangle objectid stacked borough name  Other GIS data: neighborhood labels as depicted in New York City: A City of Neighborhoods geographic location map cartography neighborhood historic scenic interest area of interest areas of interest dcp city planning neighborhood names gis
dv3g-9t9z Bk Graffiti   closed_date status y_coordinate created_date community_board x_coordinate city_council_district incident_address_display borough police_precinct resolution_action  Other Addresses, current status, and coordinates of requests to clean graffiti (other than bridges or highways) received from the public and SCOUT in the last 12 months. sanitation scout graffiti complaint request public
5t7n-dizh Denied licensees and registrants for trade waste   mailing_office mail_city comp_phone bus_name mstat type  Business and Economic Denied licensees and registrants for trade waste wholesale vendor license registration trade waste denied
3qfc-4tta DOF: Condominium Comparable Rental Income – Bronx – FY 2011/2012   comparable_rental_1_total_units bronx_condominiums_comparable_properties_address bronx_condominiums_comparable_properties_neighborhood comparable_rental_3_total_units bronx_condominiums_comparable_properties_building_classification bronx_condominiums_comparable_properties_condo_section comparable_rental_2_neighborhood comparable_rental_2_address comparable_rental_1_full_market_value comparable_rental_2_distance_from_condo_in_miles comparable_rental_2_gross_income_per_sqft comparable_rental_2_net_operating_income bronx_condominiums_comparable_properties_total_units comparable_rental_2_expense_per_sqft comparable_rental_3_gross_income_per_sqft comparable_rental_2_market_value_per_sqft bronx_condominiums_comparable_properties_gross_income_per_sqft comparable_rental_1_estimated_gross_income comparable_rental_2_estimated_gross_income comparable_rental_1_address comparable_rental_3_building_classification comparable_rental_3_gross_sqft comparable_rental_1_gross_income_per_sqft comparable_rental_2_boro_block_lot comparable_rental_3_full_market_value bronx_condominiums_comparable_properties_market_value_per_sqft comparable_rental_3_estimated_expense comparable_rental_3_market_value_per_sqft bronx_condominiums_comparable_properties_gross_sqft comparable_rental_2_full_market_value comparable_rental_2_gross_sqft bronx_condominiums_comparable_properties_net_operating_income bronx_condominiums_comparable_properties_boro_block_lot comparable_rental_3_estimated_gross_income comparable_rental_1_boro_block_lot comparable_rental_1_market_value_per_sqft bronx_condominiums_comparable_properties_full_market_value comparable_rental_1_neighborhood comparable_rental_3_year_built comparable_rental_1_expense_per_sqft comparable_rental_1_year_built comparable_rental_3_address bronx_condominiums_comparable_properties_expense_per_sqft bronx_condominiums_comparable_properties_year_built comparable_rental_1_estimated_expense comparable_rental_2_building_classification comparable_rental_1_building_classification comparable_rental_2_year_built comparable_rental_3_neighborhood comparable_rental_3_net_operating_income comparable_rental_3_distance_from_condo_in_miles bronx_condominiums_comparable_properties_estimated_expense comparable_rental_2_estimated_expense bronx_condominiums_comparable_properties_estimated_gross_income comparable_rental_1_gross_sqft comparable_rental_2_total_units comparable_rental_3_expense_per_sqft comparable_rental_1_net_operating_income comparable_rental_1_distance_from_condo_in_miles  Property Condominiums and cooperatives are valued as if they were residential rental apartments. Income information from similar rental properties is applied to determine value. The Department of Finance (DOF) chooses similar properties to value condos and coops. Properties are selected based on a combination of factors such as: land location, income levels, building age and construction and exemptions and subsidies. Update Schedule: Annually department of finance finance dof rental property condominiums residential apartment buildings rental properties bronx borough
hh3r-6w3t Upcoming contracts to be awarded   ccate name newseats geodist desi_compl proj_type range newsf projdesc design_id cstat boro_name  Facilities and Structures New school projects (Capacity) and Capital Improvement Projects (CIP) that will complete design within the next 6 months and will be available for bid. school construction authority sca capital improvement project design complete completion bid education lifelong learning
wjtn-s4z7 Clear Channel Sign List - Times Sqaure   location_1 description area_panel_a_ width_panel_a_ height_panel_a_ total_area area_panel_b_ analysed_ total_of_signs type _of_signs_panel_a_ size  Other Clear Channel Spectacolor Sign Locations in Times Square times square alliance times square crossroads crossroads of the world nyc new york city new york manhattan theater food screens pedestrian entertainment tourism signs clear channel
cn3i-u7s4 2011 Disciplinary Actions - Licensed Master Plumbers   company _license_ name disposition  Facilities and Structures 2011 Disciplinary actions - licensed master plumbers  Update schedule: as required dob department of buildings buildings disciplinary actions electrician plumber master plumber architect engineer surrender of privileges elevator offender 2010 2011 clean web
2nju-4jd4 Map View   address_city entity_name entity_type license_number telephone_number address_zip_code address_street_name location address_state address_bldg  A list of electronics stores that have a current DCA license as of the run date. retail sale sell license store electronics consumer affairs dca
w6yt-hctp DOF: Condominium Comparable Rental Income – Brooklyn – FY 2009/2010   comparable_rental_1_market_value_per_sqft brooklyn_condominium_property_year_built brooklyn_condominium_property_market_value_per_sqft brooklyn_condominium_property_boro_block_lot comparable_rental_2_address comparable_rental_1_full_market_value comparable_rental_2_market_value_per_sqft comparable_rental_1_total_units comparable_rental_2_neighborhood comparable_rental_1_address brooklyn_condominium_property_gross_income_per_sqft brooklyn_condominium_property_address comparable_rental_2_full_market_value brooklyn_condominium_property_total_units comparable_rental_2_boro_block_lot comparable_rental_2_building_classification comparable_rental_2_dist_from_coop_in_miles brooklyn_condominium_property_building_classification brooklyn_condominium_property_est_gross_income comparable_rental_1_est_gross_income comparable_rental_1_gross_income_per_sqft comparable_rental_2_gross_sqft _comparable_rental_1_boro_block_lot brooklyn_condominium_property_full_market_value comparable_rental_1_neighborhood comparable_rental_2_gross_income_per_sqft brooklyn_condominium_property_condo_section comparable_rental_1_dist_from_coop_in_miles comparable_rental_1_gross_sqft brooklyn_condominium_property_neighborhood comparable_rental_1_year_built comparable_rental_2_year_built comparable_rental_2_est_gross_income comparable_rental_2_total_units comparable_rental_1_building_classification brooklyn_condominium_property_gross_sqft  Property The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings. Update Schedule: Annually department of finance finance dof rental property condominiums cooperatives residential apartment buildings rental properties brooklyn borough
k4u8-p5ux Where Incidents That Led To A Substantiated Complaint Took Place - Bronx 2005 - 2009   _5 _4 _3 _2 _1 bronx total  Public Safety Where Incidents that Led to a Substantiated Complaint Took Place - Bronx 2005 - 2009 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
mhwy-j5md Public Health Insurance Enrollment Sites   website facility telephone location_1 zip_code  List of NYC public health insurance enrollment sites jobs and economic mobility health insurance insure enroll enrollment access site ochia
h448-645k Ridgewood Noise Complaints Ice Cream Truck   y_coordinate_state_plane_ school_region unique_key street_name community_board school_number borough closed_date city incident_zip agency facility_type school_state school_phone_number location latitude x_coordinate_state_plane_ address_type status school_address resolution_action_updated_date school_name school_city agency_name park_borough school_code cross_street_1 cross_street_2 longitude complaint_type descriptor created_date school_zip incident_address park_facility_name  Social Services All 311 Service Requests from 2010 to present. This information is automatically updated daily. 311 311 service requests 2010 2011 2012 service request status all service requests
9qfe-2s45 NYwifi   city name zip url phone shape objectid address type id  Media Location of wifi hotspots in the city with basic descriptive information. doitt gis geographic location map cartography services wifi wireless hot spot access telecommunication
42kb-k6cj BRONX Wi Fi Hotspot Locations   city name zip url phone shape objectid address type id  Media Location of wifi hotspots in the city with basic descriptive information. geographic location map cartography services wifi wireless hot spot access telecommunication
iujk-rg3n Bronx Building Permits   permit_status permittee_s_first_last_name house street_name job_type community_board city_state_zip owner_s_house_street permittee_s_license borough job_start_date self_cert owner_s_business_type permittee_s_phone permittee_s_license_type permit_subtype owner_s_business_name lot issuance_date permittee_s_business_name zip_code bin work_type job owner_s_first_last_name job_doc site_fill filing_status bldg_type expiration_date permit_sequence permit_type filing_date owner_s_phone block  Property Permits issued by the Department of Buildings. This data is replaced on a daily basis. building buildings permit permits dob building permits
mrxb-9w9v DYCD after-school programs: NDA Youth Employment Programs   program_type contact_number location_1 site_name borough_community agency program grade_level_age_group  Education Facilities in New York City, by agency and site, that offer “NDA Neighborhood Development Area Youth Employment  Program” after-school  job and internship programs for children and young adults ages 14 to 21 in Middle School, in High School, or in all grades. Update Frequency: Annually jobs and economic mobility education services youth community development community development school child children after-school after-school programs programs employment internships job jobs internship young adult youth employment nda neighborhood neighborhood development area lifelong learning
6dv8-fj7e New York Streets   shape_length name objectid number_travel_lanes shape number_park_lanes number_total_lanes width feature_code sub_feature_code source_id  Transportation Planimetric basemap line layer containing the street centerline. (roads, alley and interior park paths`.) geographic location map cartography transportation street center centerline road alley path
s65y-njga Bronx Public WIFI   city name zip url phone shape objectid address type id  Media Location of wifi hotspots in the city with basic descriptive information. geographic location map cartography services wifi wireless hot spot access telecommunication
56u9-ryj4 DYCD after-school programs: ISY In-School Youth Employment Programs   program_type contact_number location_1 site_name borough_community agency program grade_level_age_group  Education Facilities in New York City, by agency and site, that offer “In-School Youth Employment (ISY) Program” after-school  job and internship programs for students in High School. Update Frequency: Annually jobs and economic mobility education services youth community development community development school child children after-school after-school programs programs employment internships job jobs internship young adult high school isy in-school youth employment lifelong learning
crbs-vur7 DOF: Condominium Comparable Rental Income – Queens – FY 2009/2010   queens_condominium_property_neighborhood queens_condominium_property_market_value_per_sqft queens_condominium_property_full_market_value comparable_rental_1_full_market_value comparable_rental_1_dist_from_coop_in_miles comparable_rental_1_total_units queens_condominium_property_address queens_condominium_property_building_classification comparable_rental_1_address comparable_rental_1_gross_income_per_sqft queens_condominium_property_gross_income_per_sqft comparable_rental_1_est_gross_income queens_condominium_property_boro_block_lot queens_condominium_property_gross_sqft _comparable_rental_1_boro_block_lot queens_condominium_property_est_gross_income comparable_rental_1_neighborhood queens_condominium_property_condo_section queens_condominium_property_total_units comparable_rental_1_year_built comparable_rental_1_gross_sqft comparable_rental_1_building_classification comparable_rental_1_market_value_per_sqft queens_condominium_property_year_built  Finances The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings. Update Frequency: Annually department of finance finance dof rental property condominiums cooperatives residential apartment buildings rental properties queens borough
ua6e-whvi BRONX 2012 Farmers Market List   distribute_health_bucks ebt market_name hours accepts_health_bucks day_s borough stellar street_address  Business and Economic Listing of NYC farmers markets. 2012 nyc market list dohmh farmers market green food health
nckr-g5w7 Reservoir and Dam statistics   location  Environmental Sustainability Statistics pertaining to local reservoirs and dams department of environmental protection dep environment water reservoir health ecosystem eco-system agua water system water supply nyc tap tap water conservation watershed dam coverage healthy living
ty7c-8rmq NYS Math Test Results By Grade 2006-2011 - School Level - By Race- Ethnicity   category level_2_1 dbn grade level_1_1 level_4_1 year number_tested level_3_1 level_3_4_1  Education New York City Results on the New York State Mathematics Tests, Grades 3 - 8 Notes: As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7. In 2006, NYSED treated District 75 students as a distinct geographic district. For 2007-2011, District 75 students are represented in their home districts and boroughs. Spreadsheets for District and Borough do not include District 75 students in 2006. Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency.  Rows are suppressed (noted with ‘s’) if the number of tested students was 5 or fewer.  Prior to 2011, the mean scale scores for ‘All Grades’ were not calculated. lifelong learning
tuqs-dizn electronic stores   address_zip_code entity_name  Business and Economic A list of electronics stores that have a current DCA license as of the run date. retail sale sell license store electronics consumer affairs dca
ia2d-e54m Water Consumption In The New York City   year nyc_consumption_million_gallons_per_day per_capita_gallons_per_person_per_day  Environmental Sustainability A brief history of water consumption in the New York City Water Supply System (Based on New York City Census population) dep department of environmental protection environment water consumption water consumption water consumption in the new york city healthy living
v39y-4v3t Paratransit Vehicles   model_year affiliated_base_license_number vin dmv_license_plate name_of_licensee license_type license_expiration_date  Lists all TLC paratransit vehicles transportation taxi limousine vehicle paratransit transit van travel
6peb-bgzi Map view   location_1 entity_name license_number telephone_number facility_type address_zip_code number_of_spaces address_street_name camis_trade_name street_address  Facilities and Structures A list of parking facilities that have a current DCA license as of the run date. parking license parking lot lot park
ngwu-u8hv NYC_building_energy_usage   dec_09 dec_08 aug_10 may_10 jun_09 jun_10 feb_09 may_11 measurement nov_08 nov_09 jan_12 aug_08 aug_09 apr_09 fy_2012_7_1_2011 oct_10 oct_11 sep_10 sep_11 mar_12 mar_10 fy_2010_7_1_2009 jan_11 jan_10 fy_2011_7_1_2010 jun_11 location_1 dec_10 dec_11 nov_11 nov_10 aug_11 mar_11 apr_11 apr_10 feb_12 feb_11 feb_10 may_09 oct_09 oct_08 sep_09 sep_08 fy_2009_7_1_2008 _2 _1 jan_09 mar_09 apr_12  Statistics Energy data from a select portfolio of City-owned buildings (DOE) energy usage from doe buildings electricity steam data building btu watts heat oil doe
yczb-msz7 FC BID Walkof Fame Data   info designer location sketch_by_designer  Cultural Affairs Data from the FC BID Walk of Fame fc bid walk of fame fame bid artist designer
wr9j-sw2f farmersmarket   spatiallocation isrecurring eventdescription acronym eventsetupstartdate eventname location eventenddate eventbreakdownenddate eventtypedescription borough eventstartdate  Events A list of Street Activity Permit Applications. These include applications for Block Parties and Street Festivals. The City of New York makes no representation as to its accuracy or the suitability of this information for any purpose. Because this information is subject to change, the City will periodically update and modify it to the extent it is reasonable and practical. Users should be advised that much of this information is based on permit applications, not approved permits especially when looking at permits for advanced dates.  The City disclaims any liability for errors that may be contained herein and shall not be responsible for any damages consequential or actual, arising out of or in connection with the use of this information. The City makes no warranties, express or implied, including, but not limited to, implied warranties of merchantability and fitness for a particular purpose as to the quality, content, accuracy, or completeness of the information, text graphics, links and other items contained in this dataset. block parties street festivals events
8ddc-rrz2 Airport Point   shape name objectid  Transportation Center Point of the city airports. geographic location map cartography transportation airport point center doitt gis
fijd-wye8 DYCD after-school programs: Teen ACTION Programs   program_type contact_number location_1 site_name borough_community agency program grade_level_age_group  Education Facilities in New York City, by agency and site, that offer “Teen ACTION Programs” after-school  programs for children ages 13 to 21. Update Schedule: Annually jobs and economic mobility education services youth community development school child children nycha new york city housing authority beacon satellite teen action after school lifelong learning
